,Year_route,Quarter_route,miles_distance,daily_passengers,average_fare,ROUTE,AIR_TIME_MEAN
0,2011,3,952,2335,208.31,ATLBOS,6002.21
1,2011,4,952,2117,227.89,ATLBOS,6002.21
2,2012,1,952,1704,235.04,ATLBOS,6002.21
3,2012,2,952,2335,226.73,ATLBOS,6002.21
4,2012,3,952,2437,196.87,ATLBOS,6002.21
5,2012,4,952,2255,203.29,ATLBOS,6002.21
6,2013,1,952,1784,212.29,ATLBOS,6002.21
7,2011,3,226,381,171.73,ATLCLT,1481.41
8,2011,4,226,370,165.83,ATLCLT,1481.41
9,2012,1,226,399,176.71,ATLCLT,1481.41
10,2012,2,226,438,151.17,ATLCLT,1481.41
11,2012,3,226,436,136.41,ATLCLT,1481.41
12,2012,4,226,456,133.28,ATLCLT,1481.41
13,2013,1,226,486,132.64,ATLCLT,1481.41
14,2011,3,606,3080,170.34,ATLORD,3693.83
15,2011,4,606,2746,193.12,ATLORD,3693.83
16,2012,1,606,2537,174.84,ATLORD,3693.83
17,2012,2,606,3428,165.05,ATLORD,3693.83
18,2012,3,606,3170,172.4,ATLORD,3693.83
19,2012,4,606,3061,171.69,ATLORD,3693.83
20,2013,1,606,2562,173.66,ATLORD,3693.83
21,2011,3,731,2246,197.85,ATLDFW,8133.17
22,2011,4,731,2088,220.15,ATLDFW,8133.17
23,2012,1,731,2024,250.91,ATLDFW,8133.17
24,2012,2,731,2268,239.65,ATLDFW,8133.17
25,2012,3,731,2145,228.35,ATLDFW,8133.17
26,2012,4,731,2272,216.52,ATLDFW,8133.17
27,2013,1,731,2196,226.43,ATLDFW,8133.17
28,2011,3,1199,1555,175.94,ATLDEN,7305.19
29,2011,4,1199,1438,195.85,ATLDEN,7305.19
30,2012,1,1199,1402,178.55,ATLDEN,7305.19
31,2012,2,1199,1585,171.87,ATLDEN,7305.19
32,2012,3,1199,1678,160.75,ATLDEN,7305.19
33,2012,4,1199,1598,173.18,ATLDEN,7305.19
34,2013,1,1199,1587,169.3,ATLDEN,7305.19
35,2011,3,594,1252,184.39,ATLDTW,2285.96
36,2011,4,594,1123,204.87,ATLDTW,2285.96
37,2012,1,594,913,229.27,ATLDTW,2285.96
38,2012,2,594,1277,200.35,ATLDTW,2285.96
39,2012,3,594,1225,186.37,ATLDTW,2285.96
40,2012,4,594,1197,196.94,ATLDTW,2285.96
41,2013,1,594,943,211.14,ATLDTW,2285.96
42,2011,3,696,1373,203.41,ATLIAH,3210.57
43,2011,4,696,1417,211.15,ATLIAH,3210.57
44,2012,1,696,1454,204.08,ATLIAH,3210.57
45,2012,2,696,1743,192.26,ATLIAH,3210.57
46,2012,3,696,1612,176.59,ATLIAH,3210.57
47,2012,4,696,1716,174.66,ATLIAH,3210.57
48,2013,1,696,1588,185.98,ATLIAH,3210.57
49,2011,3,1747,1274,230.24,ATLLAS,15257.25
50,2011,4,1747,1274,239.82,ATLLAS,15257.25
51,2012,1,1747,1414,241.58,ATLLAS,15257.25
52,2012,2,1747,1519,234.42,ATLLAS,15257.25
53,2012,3,1747,1237,237.96,ATLLAS,15257.25
54,2012,4,1747,1236,240.79,ATLLAS,15257.25
55,2013,1,1747,1363,246.87,ATLLAS,15257.25
56,2011,3,1946,2761,250.1,ATLLAX,15655.87
57,2011,4,1947,2667,256.13,ATLLAX,15655.87
58,2012,1,1947,2339,258.51,ATLLAX,15655.87
59,2012,2,1947,2943,262.96,ATLLAX,15655.87
60,2012,3,1947,2805,251.9,ATLLAX,15655.87
61,2012,4,1947,2664,267.67,ATLLAX,15655.87
62,2013,1,1947,2346,276.97,ATLLAX,15655.87
63,2011,3,594,3115,125.48,ATLMIA,4034.89
64,2011,4,594,3335,125.31,ATLMIA,4034.89
65,2012,1,594,3154,143.94,ATLMIA,4034.89
66,2012,2,594,3461,130.12,ATLMIA,4034.89
67,2012,3,594,3039,124.34,ATLMIA,4034.89
68,2012,4,594,2898,154.4,ATLMIA,4034.89
69,2013,1,594,2875,166.15,ATLMIA,4034.89
70,2011,3,907,1272,205.98,ATLMSP,5181.17
71,2011,4,907,1121,223.22,ATLMSP,5181.17
72,2012,1,907,933,253.81,ATLMSP,5181.17
73,2012,2,907,1148,231.47,ATLMSP,5181.17
74,2012,3,907,1214,208.15,ATLMSP,5181.17
75,2012,4,907,1077,216.15,ATLMSP,5181.17
76,2013,1,907,909,243.33,ATLMSP,5181.17
77,2011,3,795,6033,205.29,ATLJFK,2409.05
78,2011,3,795,6033,205.29,ATLLGA,9760.01
79,2011,3,795,6033,205.29,ATLEWR,3795.96
80,2011,4,795,5891,220.43,ATLJFK,2409.05
81,2011,4,795,5891,220.43,ATLLGA,9760.01
82,2011,4,795,5891,220.43,ATLEWR,3795.96
83,2012,1,795,5016,224.2,ATLJFK,2409.05
84,2012,1,795,5016,224.2,ATLLGA,9760.01
85,2012,1,795,5016,224.2,ATLEWR,3795.96
86,2012,2,795,6590,204.27,ATLJFK,2409.05
87,2012,2,795,6590,204.27,ATLLGA,9760.01
88,2012,2,795,6590,204.27,ATLEWR,3795.96
89,2012,3,795,6702,184.52,ATLJFK,2409.05
90,2012,3,795,6702,184.52,ATLLGA,9760.01
91,2012,3,795,6702,184.52,ATLEWR,3795.96
92,2012,4,795,6536,194.28,ATLJFK,2409.05
93,2012,4,795,6536,194.28,ATLLGA,9760.01
94,2012,4,795,6536,194.28,ATLEWR,3795.96
95,2013,1,795,5447,197.2,ATLJFK,2409.05
96,2013,1,795,5447,197.2,ATLLGA,9760.01
97,2013,1,795,5447,197.2,ATLEWR,3795.96
98,2011,3,404,1306,160.58,ATLMCO,3770.13
99,2011,4,404,1368,167.32,ATLMCO,3770.13
100,2012,1,404,1488,186.2,ATLMCO,3770.13
101,2012,2,404,1554,154.71,ATLMCO,3770.13
102,2012,3,404,1365,142.11,ATLMCO,3770.13
103,2012,4,404,1622,147.71,ATLMCO,3770.13
104,2013,1,404,1687,157.68,ATLMCO,3770.13
105,2011,3,666,2066,174.92,ATLPHL,3609.92
106,2011,4,666,1876,191.17,ATLPHL,3609.92
107,2012,1,666,1564,209.58,ATLPHL,3609.92
108,2012,2,666,2014,182.78,ATLPHL,3609.92
109,2012,3,666,1959,170.34,ATLPHL,3609.92
110,2012,4,666,1838,186.63,ATLPHL,3609.92
111,2013,1,666,1471,206.53,ATLPHL,3609.92
112,2011,3,1587,863,190.23,ATLPHX,9150.03
113,2011,4,1587,973,215.89,ATLPHX,9150.03
114,2012,1,1587,935,221.41,ATLPHX,9150.03
115,2012,2,1587,1055,205.58,ATLPHX,9150.03
116,2012,3,1587,842,193.78,ATLPHX,9150.03
117,2012,4,1587,1025,216.89,ATLPHX,9150.03
118,2013,1,1587,901,235.26,ATLPHX,9150.03
119,2011,3,2139,1677,275.6,ATLSFO,17638.23
120,2011,4,2139,1581,286.55,ATLSFO,17638.23
121,2012,1,2139,1313,289.93,ATLSFO,17638.23
122,2012,2,2139,1674,301.21,ATLSFO,17638.23
123,2012,3,2139,1767,276.76,ATLSFO,17638.23
124,2012,4,2139,1831,271.31,ATLSFO,17638.23
125,2013,1,2139,1427,295.07,ATLSFO,17638.23
126,2011,3,2182,1136,261.18,ATLSEA,10956.95
127,2011,4,2182,804,282.92,ATLSEA,10956.95
128,2012,1,2182,626,310.19,ATLSEA,10956.95
129,2012,2,2182,1030,276.3,ATLSEA,10956.95
130,2012,3,2182,1169,273.22,ATLSEA,10956.95
131,2012,4,2182,846,291.29,ATLSEA,10956.95
132,2013,1,2182,701,294.75,ATLSEA,10956.95
133,2011,3,737,1701,146.93,BOSCLT,4329.68
134,2011,4,737,1538,150.42,BOSCLT,4329.68
135,2012,1,737,1141,151.39,BOSCLT,4329.68
136,2012,2,737,1703,167.08,BOSCLT,4329.68
137,2012,3,737,1707,159.3,BOSCLT,4329.68
138,2012,4,737,1578,151.78,BOSCLT,4329.68
139,2013,1,737,1301,144.84,BOSCLT,4329.68
140,2011,3,867,4534,176.17,BOSORD,8513.02
141,2011,4,867,4159,172.83,BOSORD,8513.02
142,2012,1,867,3040,156.69,BOSORD,8513.02
143,2012,2,867,4670,175.88,BOSORD,8513.02
144,2012,3,867,4944,175.13,BOSORD,8513.02
145,2012,4,867,4158,186.19,BOSORD,8513.02
146,2013,1,867,3030,168.48,BOSORD,8513.02
147,2011,3,1562,1569,297.3,BOSDFW,11139.04
148,2011,4,1562,1340,319.36,BOSDFW,11139.04
149,2012,1,1562,1103,356.81,BOSDFW,11139.04
150,2012,2,1562,1790,262.52,BOSDFW,11139.04
151,2012,3,1562,1891,231.68,BOSDFW,11139.04
152,2012,4,1562,1680,219.26,BOSDFW,11139.04
153,2013,1,1562,1413,229.88,BOSDFW,11139.04
154,2011,3,1754,1978,233.35,BOSDEN,9102.49
155,2011,4,1754,1582,211.57,BOSDEN,9102.49
156,2012,1,1754,1390,198.34,BOSDEN,9102.49
157,2012,2,1754,1826,223.31,BOSDEN,9102.49
158,2012,3,1754,2124,231.54,BOSDEN,9102.49
159,2012,4,1754,1570,231.99,BOSDEN,9102.49
160,2013,1,1754,1382,230.13,BOSDEN,9102.49
161,2011,3,632,978,271.24,BOSDTW,2239.42
162,2011,4,632,940,260.29,BOSDTW,2239.42
163,2012,1,632,708,274.63,BOSDTW,2239.42
164,2012,2,632,922,304.17,BOSDTW,2239.42
165,2012,3,632,982,275.07,BOSDTW,2239.42
166,2012,4,632,928,283.1,BOSDTW,2239.42
167,2013,1,632,660,309.13,BOSDTW,2239.42
168,2011,3,1609,1115,278.94,BOSIAH,7464.39
169,2011,4,1609,942,288.48,BOSIAH,7464.39
170,2012,1,1609,771,299.32,BOSIAH,7464.39
171,2012,2,1609,1040,309.45,BOSIAH,7464.39
172,2012,3,1609,1068,297.0,BOSIAH,7464.39
173,2012,4,1609,1018,305.69,BOSIAH,7464.39
174,2013,1,1609,817,313.7,BOSIAH,7464.39
175,2011,3,2381,1464,247.0,BOSLAS,8357.09
176,2011,4,2381,1294,250.65,BOSLAS,8357.09
177,2012,1,2381,1301,247.44,BOSLAS,8357.09
178,2012,2,2381,1625,263.22,BOSLAS,8357.09
179,2012,3,2381,1304,252.61,BOSLAS,8357.09
180,2012,4,2381,1284,242.82,BOSLAS,8357.09
181,2013,1,2381,1281,250.88,BOSLAS,8357.09
182,2011,3,2611,3522,301.57,BOSLAX,11722.77
183,2011,4,2611,3076,282.77,BOSLAX,11722.77
184,2012,1,2611,2693,264.59,BOSLAX,11722.77
185,2012,2,2611,3524,307.64,BOSLAX,11722.77
186,2012,3,2611,3638,304.98,BOSLAX,11722.77
187,2012,4,2611,3278,288.78,BOSLAX,11722.77
188,2013,1,2611,2702,279.87,BOSLAX,11722.77
189,2011,3,1283,2722,166.25,BOSMIA,13629.84
190,2011,4,1283,3085,187.39,BOSMIA,13629.84
191,2012,1,1283,4046,199.99,BOSMIA,13629.84
192,2012,2,1283,3323,201.18,BOSMIA,13629.84
193,2012,3,1283,2625,180.76,BOSMIA,13629.84
194,2012,4,1283,3313,191.74,BOSMIA,13629.84
195,2013,1,1283,4185,197.89,BOSMIA,13629.84
196,2011,3,1124,1461,244.29,BOSMSP,3788.92
197,2011,4,1124,1125,261.41,BOSMSP,3788.92
198,2012,1,1124,775,285.78,BOSMSP,3788.92
199,2012,2,1124,1295,281.49,BOSMSP,3788.92
200,2012,3,1124,1438,254.85,BOSMSP,3788.92
201,2012,4,1124,1108,275.65,BOSMSP,3788.92
202,2013,1,1124,783,290.16,BOSMSP,3788.92
203,2011,3,209,3558,192.74,BOSJFK,1895.33
204,2011,3,209,3558,192.74,BOSLGA,4771.3
205,2011,3,209,3558,192.74,BOSEWR,1718.47
206,2011,4,209,3671,190.77,BOSJFK,1895.33
207,2011,4,209,3671,190.77,BOSLGA,4771.3
208,2011,4,209,3671,190.77,BOSEWR,1718.47
209,2012,1,209,3300,194.98,BOSJFK,1895.33
210,2012,1,209,3300,194.98,BOSLGA,4771.3
211,2012,1,209,3300,194.98,BOSEWR,1718.47
212,2012,2,209,3883,201.31,BOSJFK,1895.33
213,2012,2,209,3883,201.31,BOSLGA,4771.3
214,2012,2,209,3883,201.31,BOSEWR,1718.47
215,2012,3,209,3573,191.49,BOSJFK,1895.33
216,2012,3,209,3573,191.49,BOSLGA,4771.3
217,2012,3,209,3573,191.49,BOSEWR,1718.47
218,2012,4,209,3680,184.31,BOSJFK,1895.33
219,2012,4,209,3680,184.31,BOSLGA,4771.3
220,2012,4,209,3680,184.31,BOSEWR,1718.47
221,2013,1,209,3350,193.27,BOSJFK,1895.33
222,2013,1,209,3350,193.27,BOSLGA,4771.3
223,2013,1,209,3350,193.27,BOSEWR,1718.47
224,2011,3,1142,3654,147.78,BOSMCO,6782.67
225,2011,4,1142,3961,168.78,BOSMCO,6782.67
226,2012,1,1142,4314,179.97,BOSMCO,6782.67
227,2012,2,1142,4396,186.12,BOSMCO,6782.67
228,2012,3,1142,3403,163.49,BOSMCO,6782.67
229,2012,4,1142,4043,168.38,BOSMCO,6782.67
230,2013,1,1142,4838,164.15,BOSMCO,6782.67
231,2011,3,289,2470,133.44,BOSPHL,3069.78
232,2011,4,289,2659,126.75,BOSPHL,3069.78
233,2012,1,289,1847,191.46,BOSPHL,3069.78
234,2012,2,289,1752,252.35,BOSPHL,3069.78
235,2012,3,289,1543,254.01,BOSPHL,3069.78
236,2012,4,289,1538,256.72,BOSPHL,3069.78
237,2013,1,289,1341,281.64,BOSPHL,3069.78
238,2011,3,2300,1173,215.21,BOSPHX,11695.33
239,2011,4,2300,1246,225.01,BOSPHX,11695.33
240,2012,1,2300,1190,215.65,BOSPHX,11695.33
241,2012,2,2300,1411,232.58,BOSPHX,11695.33
242,2012,3,2300,1112,234.12,BOSPHX,11695.33
243,2012,4,2300,1185,240.33,BOSPHX,11695.33
244,2013,1,2300,1102,244.01,BOSPHX,11695.33
245,2011,3,2704,3709,319.63,BOSSFO,19346.3
246,2011,4,2704,3235,302.87,BOSSFO,19346.3
247,2012,1,2704,2630,284.22,BOSSFO,19346.3
248,2012,2,2704,3722,326.7,BOSSFO,19346.3
249,2012,3,2704,3962,327.71,BOSSFO,19346.3
250,2012,4,2704,3414,326.23,BOSSFO,19346.3
251,2013,1,2704,2712,338.24,BOSSFO,19346.3
252,2011,3,2496,1384,297.27,BOSSEA,11812.61
253,2011,4,2496,951,274.34,BOSSEA,11812.61
254,2012,1,2496,735,255.47,BOSSEA,11812.61
255,2012,2,2496,1151,290.9,BOSSEA,11812.61
256,2012,3,2496,1327,308.66,BOSSEA,11812.61
257,2012,4,2496,971,292.37,BOSSEA,11812.61
258,2013,1,2496,693,282.85,BOSSEA,11812.61
259,2011,3,599,1000,225.43,CLTORD,3872.14
260,2011,4,599,894,239.54,CLTORD,3872.14
261,2012,1,599,689,275.7,CLTORD,3872.14
262,2012,2,599,984,240.24,CLTORD,3872.14
263,2012,3,599,987,257.74,CLTORD,3872.14
264,2012,4,599,966,248.33,CLTORD,3872.14
265,2013,1,599,772,266.08,CLTORD,3872.14
266,2011,3,936,658,273.86,CLTDFW,8466.78
267,2011,4,936,569,320.96,CLTDFW,8466.78
268,2012,1,936,600,309.67,CLTDFW,8466.78
269,2012,2,936,754,297.69,CLTDFW,8466.78
270,2012,3,936,628,301.01,CLTDFW,8466.78
271,2012,4,936,746,264.22,CLTDFW,8466.78
272,2013,1,936,637,291.24,CLTDFW,8466.78
273,2011,3,1337,391,296.21,CLTDEN,9563.09
274,2011,4,1337,375,274.79,CLTDEN,9563.09
275,2012,1,1337,347,281.24,CLTDEN,9563.09
276,2012,2,1337,395,285.72,CLTDEN,9563.09
277,2012,3,1337,427,293.69,CLTDEN,9563.09
278,2012,4,1337,399,293.73,CLTDEN,9563.09
279,2013,1,1337,365,293.58,CLTDEN,9563.09
280,2011,3,500,393,236.79,CLTDTW,1746.52
281,2011,4,500,338,267.95,CLTDTW,1746.52
282,2012,1,500,318,277.97,CLTDTW,1746.52
283,2012,2,500,426,256.87,CLTDTW,1746.52
284,2012,3,500,357,276.51,CLTDTW,1746.52
285,2012,4,500,390,261.57,CLTDTW,1746.52
286,2013,1,500,311,299.88,CLTDTW,1746.52
287,2011,3,920,394,273.2,CLTIAH,6246.8
288,2011,4,920,349,298.66,CLTIAH,6246.8
289,2012,1,920,318,358.81,CLTIAH,6246.8
290,2012,2,920,364,358.02,CLTIAH,6246.8
291,2012,3,920,367,336.37,CLTIAH,6246.8
292,2012,4,920,381,319.97,CLTIAH,6246.8
293,2013,1,920,352,321.61,CLTIAH,6246.8
294,2011,3,1916,539,247.91,CLTLAS,14702.67
295,2011,4,1916,513,262.71,CLTLAS,14702.67
296,2012,1,1916,526,270.9,CLTLAS,14702.67
297,2012,2,1916,607,264.81,CLTLAS,14702.67
298,2012,3,1916,477,265.23,CLTLAS,14702.67
299,2012,4,1916,508,257.78,CLTLAS,14702.67
300,2013,1,1916,609,258.5,CLTLAS,14702.67
301,2011,3,2125,772,313.54,CLTLAX,16659.45
302,2011,4,2125,799,302.61,CLTLAX,16659.45
303,2012,1,2125,647,330.17,CLTLAX,16659.45
304,2012,2,2125,915,301.89,CLTLAX,16659.45
305,2012,3,2125,860,302.25,CLTLAX,16659.45
306,2012,4,2125,825,311.77,CLTLAX,16659.45
307,2013,1,2125,712,335.1,CLTLAX,16659.45
308,2011,3,650,669,211.5,CLTMIA,5469.16
309,2011,4,650,794,207.3,CLTMIA,5469.16
310,2012,1,650,736,229.44,CLTMIA,5469.16
311,2012,2,650,749,223.57,CLTMIA,5469.16
312,2012,3,650,647,223.27,CLTMIA,5469.16
313,2012,4,650,768,221.94,CLTMIA,5469.16
314,2013,1,650,776,231.15,CLTMIA,5469.16
315,2011,3,930,454,247.4,CLTMSP,3198.52
316,2011,4,930,426,259.41,CLTMSP,3198.52
317,2012,1,930,285,333.81,CLTMSP,3198.52
318,2012,2,930,422,309.8,CLTMSP,3198.52
319,2012,3,930,452,268.69,CLTMSP,3198.52
320,2012,4,930,409,272.5,CLTMSP,3198.52
321,2013,1,930,320,319.48,CLTMSP,3198.52
322,2011,3,575,2813,180.95,CLTJFK,3073.29
323,2011,3,575,2813,180.95,CLTLGA,4331.87
324,2011,3,575,2813,180.95,CLTEWR,3189.84
325,2011,4,575,2970,177.87,CLTJFK,3073.29
326,2011,4,575,2970,177.87,CLTLGA,4331.87
327,2011,4,575,2970,177.87,CLTEWR,3189.84
328,2012,1,575,2360,184.67,CLTJFK,3073.29
329,2012,1,575,2360,184.67,CLTLGA,4331.87
330,2012,1,575,2360,184.67,CLTEWR,3189.84
331,2012,2,575,3263,172.7,CLTJFK,3073.29
332,2012,2,575,3263,172.7,CLTLGA,4331.87
333,2012,2,575,3263,172.7,CLTEWR,3189.84
334,2012,3,575,3298,163.26,CLTJFK,3073.29
335,2012,3,575,3298,163.26,CLTLGA,4331.87
336,2012,3,575,3298,163.26,CLTEWR,3189.84
337,2012,4,575,3513,148.51,CLTJFK,3073.29
338,2012,4,575,3513,148.51,CLTLGA,4331.87
339,2012,4,575,3513,148.51,CLTEWR,3189.84
340,2013,1,575,2928,152.05,CLTJFK,3073.29
341,2013,1,575,2928,152.05,CLTLGA,4331.87
342,2013,1,575,2928,152.05,CLTEWR,3189.84
343,2011,3,468,613,149.45,CLTMCO,2460.27
344,2011,4,468,803,138.61,CLTMCO,2460.27
345,2012,1,468,813,151.5,CLTMCO,2460.27
346,2012,2,468,891,133.71,CLTMCO,2460.27
347,2012,3,468,579,168.62,CLTMCO,2460.27
348,2012,4,468,525,220.63,CLTMCO,2460.27
349,2013,1,468,571,224.53,CLTMCO,2460.27
350,2011,3,449,602,250.44,CLTPHL,1833.63
351,2011,4,449,573,244.59,CLTPHL,1833.63
352,2012,1,449,544,262.21,CLTPHL,1833.63
353,2012,2,449,626,261.29,CLTPHL,1833.63
354,2012,3,449,536,261.08,CLTPHL,1833.63
355,2012,4,449,532,262.12,CLTPHL,1833.63
356,2013,1,449,549,261.66,CLTPHL,1833.63
357,2011,3,1773,297,312.36,CLTPHX,16979.18
358,2011,4,1773,363,303.42,CLTPHX,16979.18
359,2012,1,1773,346,322.44,CLTPHX,16979.18
360,2012,2,1773,368,309.09,CLTPHX,16979.18
361,2012,3,1773,301,303.16,CLTPHX,16979.18
362,2012,4,1773,397,300.49,CLTPHX,16979.18
363,2013,1,1773,424,305.05,CLTPHX,16979.18
364,2011,3,2296,584,342.16,CLTSFO,18522.93
365,2011,4,2296,542,339.03,CLTSFO,18522.93
366,2012,1,2296,504,342.26,CLTSFO,18522.93
367,2012,2,2296,661,348.08,CLTSFO,18522.93
368,2012,3,2296,635,339.53,CLTSFO,18522.93
369,2012,4,2296,567,356.76,CLTSFO,18522.93
370,2013,1,2296,502,358.92,CLTSFO,18522.93
371,2011,3,2279,386,294.22,CLTSEA,8062.5
372,2011,4,2279,264,287.63,CLTSEA,8062.5
373,2012,1,2279,199,306.71,CLTSEA,8062.5
374,2012,2,2279,316,308.97,CLTSEA,8062.5
375,2012,3,2279,372,310.8,CLTSEA,8062.5
376,2012,4,2279,231,330.2,CLTSEA,8062.5
377,2013,1,2279,219,290.6,CLTSEA,8062.5
378,2011,3,802,3146,216.03,ORDDFW,7560.62
379,2011,4,802,3399,188.95,ORDDFW,7560.62
380,2012,1,802,2689,217.2,ORDDFW,7560.62
381,2012,2,802,3220,228.67,ORDDFW,7560.62
382,2012,3,802,3427,209.72,ORDDFW,7560.62
383,2012,4,802,3254,210.38,ORDDFW,7560.62
384,2013,1,802,2712,210.31,ORDDFW,7560.62
385,2011,3,895,3057,188.85,ORDDEN,5029.58
386,2011,4,895,2760,171.54,ORDDEN,5029.58
387,2012,1,895,2347,170.23,ORDDEN,5029.58
388,2012,2,895,2898,169.52,ORDDEN,5029.58
389,2012,3,895,3383,171.12,ORDDEN,5029.58
390,2012,4,895,2905,164.87,ORDDEN,5029.58
391,2013,1,895,2685,168.97,ORDDEN,5029.58
392,2011,3,235,1464,149.86,ORDDTW,1156.05
393,2011,4,235,1497,138.47,ORDDTW,1156.05
394,2012,1,235,1438,133.13,ORDDTW,1156.05
395,2012,2,235,1522,146.7,ORDDTW,1156.05
396,2012,3,235,1468,139.76,ORDDTW,1156.05
397,2012,4,235,1542,143.29,ORDDTW,1156.05
398,2013,1,235,1370,145.1,ORDDTW,1156.05
399,2011,3,945,2338,226.19,ORDIAH,6127.69
400,2011,4,945,2179,225.53,ORDIAH,6127.69
401,2012,1,945,1725,263.74,ORDIAH,6127.69
402,2012,2,945,2145,271.69,ORDIAH,6127.69
403,2012,3,945,2207,257.68,ORDIAH,6127.69
404,2012,4,945,2320,252.92,ORDIAH,6127.69
405,2013,1,945,2024,247.19,ORDIAH,6127.69
406,2011,3,1521,3338,195.15,ORDLAS,11887.72
407,2011,4,1521,3048,183.85,ORDLAS,11887.72
408,2012,1,1521,3326,183.5,ORDLAS,11887.72
409,2012,2,1521,3512,197.42,ORDLAS,11887.72
410,2012,3,1521,3301,188.04,ORDLAS,11887.72
411,2012,4,1521,2942,201.88,ORDLAS,11887.72
412,2013,1,1521,2958,215.33,ORDLAS,11887.72
413,2011,3,1750,6272,219.45,ORDLAX,13289.71
414,2011,4,1750,5657,214.93,ORDLAX,13289.71
415,2012,1,1750,5141,197.84,ORDLAX,13289.71
416,2012,2,1750,5981,231.59,ORDLAX,13289.71
417,2012,3,1750,5946,237.66,ORDLAX,13289.71
418,2012,4,1750,5495,243.9,ORDLAX,13289.71
419,2013,1,1750,4725,233.89,ORDLAX,13289.71
420,2011,3,1197,2755,168.97,ORDMIA,5623.8
421,2011,4,1197,3370,196.23,ORDMIA,5623.8
422,2012,1,1197,3708,207.49,ORDMIA,5623.8
423,2012,2,1197,3338,184.63,ORDMIA,5623.8
424,2012,3,1197,2783,166.27,ORDMIA,5623.8
425,2012,4,1197,3475,196.72,ORDMIA,5623.8
426,2013,1,1197,3868,214.62,ORDMIA,5623.8
427,2011,3,349,2984,145.33,ORDMSP,2269.2
428,2011,4,349,2857,161.0,ORDMSP,2269.2
429,2012,1,349,2440,145.97,ORDMSP,2269.2
430,2012,2,349,2987,149.76,ORDMSP,2269.2
431,2012,3,349,3012,132.4,ORDMSP,2269.2
432,2012,4,349,3042,128.89,ORDMSP,2269.2
433,2013,1,349,2521,135.73,ORDMSP,2269.2
434,2011,3,773,10321,182.35,ORDJFK,2009.54
435,2011,3,773,10321,182.35,ORDLGA,12405.7
436,2011,3,773,10321,182.35,ORDEWR,3759.2
437,2011,4,773,10209,170.98,ORDJFK,2009.54
438,2011,4,773,10209,170.98,ORDLGA,12405.7
439,2011,4,773,10209,170.98,ORDEWR,3759.2
440,2012,1,773,8117,171.04,ORDJFK,2009.54
441,2012,1,773,8117,171.04,ORDLGA,12405.7
442,2012,1,773,8117,171.04,ORDEWR,3759.2
443,2012,2,773,10572,196.45,ORDJFK,2009.54
444,2012,2,773,10572,196.45,ORDLGA,12405.7
445,2012,2,773,10572,196.45,ORDEWR,3759.2
446,2012,3,773,10418,193.67,ORDJFK,2009.54
447,2012,3,773,10418,193.67,ORDLGA,12405.7
448,2012,3,773,10418,193.67,ORDEWR,3759.2
449,2012,4,773,9643,199.93,ORDJFK,2009.54
450,2012,4,773,9643,199.93,ORDLGA,12405.7
451,2012,4,773,9643,199.93,ORDEWR,3759.2
452,2013,1,773,8084,194.72,ORDJFK,2009.54
453,2013,1,773,8084,194.72,ORDLGA,12405.7
454,2013,1,773,8084,194.72,ORDEWR,3759.2
455,2011,3,1005,2770,159.18,ORDMCO,6163.96
456,2011,4,1005,3228,170.82,ORDMCO,6163.96
457,2012,1,1005,3592,172.45,ORDMCO,6163.96
458,2012,2,1005,3939,161.66,ORDMCO,6163.96
459,2012,3,1005,3191,144.83,ORDMCO,6163.96
460,2012,4,1005,3418,168.01,ORDMCO,6163.96
461,2013,1,1005,3457,186.41,ORDMCO,6163.96
462,2011,3,678,2412,216.91,ORDPHL,3649.02
463,2011,4,678,2371,203.46,ORDPHL,3649.02
464,2012,1,678,1874,214.8,ORDPHL,3649.02
465,2012,2,678,2532,226.08,ORDPHL,3649.02
466,2012,3,678,2588,198.45,ORDPHL,3649.02
467,2012,4,678,2530,199.71,ORDPHL,3649.02
468,2013,1,678,1962,209.61,ORDPHL,3649.02
469,2011,3,1444,2216,205.75,ORDPHX,10309.66
470,2011,4,1444,2562,212.43,ORDPHX,10309.66
471,2012,1,1444,2536,234.43,ORDPHX,10309.66
472,2012,2,1444,2334,233.79,ORDPHX,10309.66
473,2012,3,1444,1989,223.87,ORDPHX,10309.66
474,2012,4,1444,2568,217.01,ORDPHX,10309.66
475,2013,1,1444,2861,220.79,ORDPHX,10309.66
476,2011,3,1855,4548,250.61,ORDSFO,15210.38
477,2011,4,1855,4068,228.1,ORDSFO,15210.38
478,2012,1,1855,3391,216.75,ORDSFO,15210.38
479,2012,2,1855,4179,268.99,ORDSFO,15210.38
480,2012,3,1855,4347,275.59,ORDSFO,15210.38
481,2012,4,1855,3893,279.56,ORDSFO,15210.38
482,2013,1,1855,3150,266.38,ORDSFO,15210.38
483,2011,3,1733,1941,260.53,ORDSEA,13373.59
484,2011,4,1733,1515,220.99,ORDSEA,13373.59
485,2012,1,1733,1151,226.06,ORDSEA,13373.59
486,2012,2,1733,1695,257.2,ORDSEA,13373.59
487,2012,3,1733,1907,266.94,ORDSEA,13373.59
488,2012,4,1733,1547,253.85,ORDSEA,13373.59
489,2013,1,1733,1155,243.23,ORDSEA,13373.59
490,2011,3,651,2165,172.85,DFWDEN,4060.91
491,2011,4,651,1918,196.18,DFWDEN,4060.91
492,2012,1,651,1825,194.46,DFWDEN,4060.91
493,2012,2,651,1998,176.42,DFWDEN,4060.91
494,2012,3,651,2212,154.44,DFWDEN,4060.91
495,2012,4,651,2129,149.81,DFWDEN,4060.91
