,Year_route,Quarter_route,miles_distance,daily_passengers,average_fare,ROUTE,AIR_TIME_MEAN
992,2012,4,2402,2094,273.96,LAXPHL,10264.42
993,2013,1,2402,1730,276.87,LAXPHL,10264.42
994,2011,3,370,4438,134.42,LAXPHX,3238.37
995,2011,4,370,5035,134.55,LAXPHX,3238.37
996,2012,1,392,5025,133.69,LAXPHX,3238.37
997,2012,2,392,4925,133.23,LAXPHX,3238.37
998,2012,3,392,4470,125.82,LAXPHX,3238.37
999,2012,4,370,4977,128.07,LAXPHX,3238.37
1000,2013,1,370,4949,133.92,LAXPHX,3238.37
1001,2011,3,372,18777,131.04,LAXSFO,4222.25
1002,2011,4,372,19595,134.36,LAXSFO,4222.25
1003,2012,1,372,18311,125.52,LAXSFO,4222.25
1004,2012,2,372,19720,134.34,LAXSFO,4222.25
1005,2012,3,372,19630,122.08,LAXSFO,4222.25
1006,2012,4,372,19936,132.5,LAXSFO,4222.25
1007,2013,1,372,18027,135.06,LAXSFO,4222.25
1008,2011,3,978,6679,168.01,LAXSEA,8674.52
1009,2011,4,978,5807,172.71,LAXSEA,8674.52
1010,2012,1,978,5360,147.57,LAXSEA,8674.52
1011,2012,2,978,6180,169.51,LAXSEA,8674.52
1012,2012,3,978,6119,176.31,LAXSEA,8674.52
1013,2012,4,978,5675,177.62,LAXSEA,8674.52
1014,2013,1,978,5334,166.19,LAXSEA,8674.52
1015,2011,3,1501,484,221.75,MIAMSP,3379.48
1016,2011,4,1501,705,249.53,MIAMSP,3379.48
1017,2012,1,1501,1266,258.64,MIAMSP,3379.48
1018,2012,2,1501,682,253.64,MIAMSP,3379.48
1019,2012,3,1501,513,231.09,MIAMSP,3379.48
1020,2012,4,1501,767,243.01,MIAMSP,3379.48
1021,2013,1,1501,1351,252.52,MIAMSP,3379.48
1022,2011,3,1139,13561,152.51,MIAJFK,4972.47
1023,2011,3,1139,13561,152.51,MIALGA,11949.1
1024,2011,3,1139,13561,152.51,MIAEWR,4358.14
1025,2011,4,1139,14556,173.73,MIAJFK,4972.47
1026,2011,4,1139,14556,173.73,MIALGA,11949.1
1027,2011,4,1139,14556,173.73,MIAEWR,4358.14
1028,2012,1,1139,14909,187.63,MIAJFK,4972.47
1029,2012,1,1139,14909,187.63,MIALGA,11949.1
1030,2012,1,1139,14909,187.63,MIAEWR,4358.14
1031,2012,2,1139,14351,178.68,MIAJFK,4972.47
1032,2012,2,1139,14351,178.68,MIALGA,11949.1
1033,2012,2,1139,14351,178.68,MIAEWR,4358.14
1034,2012,3,1139,12452,166.3,MIAJFK,4972.47
1035,2012,3,1139,12452,166.3,MIALGA,11949.1
1036,2012,3,1139,12452,166.3,MIAEWR,4358.14
1037,2012,4,1139,13871,179.0,MIAJFK,4972.47
1038,2012,4,1139,13871,179.0,MIALGA,11949.1
1039,2012,4,1139,13871,179.0,MIAEWR,4358.14
1040,2013,1,1139,15907,193.31,MIAJFK,4972.47
1041,2013,1,1139,15907,193.31,MIALGA,11949.1
1042,2013,1,1139,15907,193.31,MIAEWR,4358.14
1043,2011,3,192,530,140.79,MIAMCO,1715.12
1044,2011,4,192,589,130.65,MIAMCO,1715.12
1045,2012,1,192,616,136.36,MIAMCO,1715.12
1046,2012,2,192,553,136.86,MIAMCO,1715.12
1047,2012,3,192,533,129.56,MIAMCO,1715.12
1048,2012,4,192,545,130.57,MIAMCO,1715.12
1049,2013,1,192,460,142.99,MIAMCO,1715.12
1050,2011,3,1013,1492,187.8,MIAPHL,5642.59
1051,2011,4,1013,2078,189.76,MIAPHL,5642.59
1052,2012,1,1013,2033,205.58,MIAPHL,5642.59
1053,2012,2,1013,2021,195.72,MIAPHL,5642.59
1054,2012,3,1013,1469,179.01,MIAPHL,5642.59
1055,2012,4,1013,2095,173.84,MIAPHL,5642.59
1056,2013,1,1013,2539,187.31,MIAPHL,5642.59
1057,2011,3,1972,502,220.99,MIAPHX,8044.17
1058,2011,4,1972,702,246.8,MIAPHX,8044.17
1059,2012,1,1972,742,268.08,MIAPHX,8044.17
1060,2012,2,1972,605,262.37,MIAPHX,8044.17
1061,2012,3,1972,444,238.07,MIAPHX,8044.17
1062,2012,4,1972,678,256.98,MIAPHX,8044.17
1063,2013,1,1972,775,276.27,MIAPHX,8044.17
1064,2011,3,2585,1360,268.34,MIASFO,15742.7
1065,2011,4,2585,1570,289.22,MIASFO,15742.7
1066,2012,1,2585,1596,287.1,MIASFO,15742.7
1067,2012,2,2585,1708,278.62,MIASFO,15742.7
1068,2012,3,2585,1507,264.92,MIASFO,15742.7
1069,2012,4,2585,1763,285.28,MIASFO,15742.7
1070,2013,1,2585,1645,294.53,MIASFO,15742.7
1071,2011,3,2724,502,282.96,MIASEA,10988.75
1072,2011,4,2724,639,277.23,MIASEA,10988.75
1073,2012,1,2724,642,281.38,MIASEA,10988.75
1074,2012,2,2724,600,295.74,MIASEA,10988.75
1075,2012,3,2724,537,283.36,MIASEA,10988.75
1076,2012,4,2724,622,287.94,MIASEA,10988.75
1077,2013,1,2724,636,297.83,MIASEA,10988.75
1078,2011,3,1057,2445,263.71,MSPJFK,2906.55
1079,2011,3,1057,2445,263.71,MSPLGA,5842.31
1080,2011,3,1057,2445,263.71,MSPEWR,4697.3
1081,2011,4,1057,2334,265.96,MSPJFK,2906.55
1082,2011,4,1057,2334,265.96,MSPLGA,5842.31
1083,2011,4,1057,2334,265.96,MSPEWR,4697.3
1084,2012,1,1057,1738,282.01,MSPJFK,2906.55
1085,2012,1,1057,1738,282.01,MSPLGA,5842.31
1086,2012,1,1057,1738,282.01,MSPEWR,4697.3
1087,2012,2,1057,2423,291.91,MSPJFK,2906.55
1088,2012,2,1057,2423,291.91,MSPLGA,5842.31
1089,2012,2,1057,2423,291.91,MSPEWR,4697.3
1090,2012,3,1057,2517,279.82,MSPJFK,2906.55
1091,2012,3,1057,2517,279.82,MSPLGA,5842.31
1092,2012,3,1057,2517,279.82,MSPEWR,4697.3
1093,2012,4,1057,2224,278.04,MSPJFK,2906.55
1094,2012,4,1057,2224,278.04,MSPLGA,5842.31
1095,2012,4,1057,2224,278.04,MSPEWR,4697.3
1096,2013,1,1057,1682,307.2,MSPJFK,2906.55
1097,2013,1,1057,1682,307.2,MSPLGA,5842.31
1098,2013,1,1057,1682,307.2,MSPEWR,4697.3
1099,2011,3,1310,1059,161.77,MSPMCO,3580.48
1100,2011,4,1310,1481,189.58,MSPMCO,3580.48
1101,2012,1,1310,2113,211.47,MSPMCO,3580.48
1102,2012,2,1310,1396,196.48,MSPMCO,3580.48
1103,2012,3,1310,1019,175.55,MSPMCO,3580.48
1104,2012,4,1310,1531,190.78,MSPMCO,3580.48
1105,2013,1,1310,2115,214.25,MSPMCO,3580.48
1106,2011,3,980,751,275.51,MSPPHL,2550.0
1107,2011,4,980,616,304.94,MSPPHL,2550.0
1108,2012,1,980,469,323.42,MSPPHL,2550.0
1109,2012,2,980,632,334.91,MSPPHL,2550.0
1110,2012,3,980,689,289.11,MSPPHL,2550.0
1111,2012,4,980,591,307.29,MSPPHL,2550.0
1112,2013,1,980,435,333.36,MSPPHL,2550.0
1113,2011,3,1276,1185,175.72,MSPPHX,5076.57
1114,2011,4,1276,1665,189.76,MSPPHX,5076.57
1115,2012,1,1276,2331,192.98,MSPPHX,5076.57
1116,2012,2,1276,1420,199.1,MSPPHX,5076.57
1117,2012,3,1276,1078,198.18,MSPPHX,5076.57
1118,2012,4,1276,1574,202.46,MSPPHX,5076.57
1119,2013,1,1276,2172,212.04,MSPPHX,5076.57
1120,2011,3,1589,1515,269.71,MSPSFO,5075.28
1121,2011,4,1589,1318,276.01,MSPSFO,5075.28
1122,2012,1,1589,1078,292.42,MSPSFO,5075.28
1123,2012,2,1589,1409,294.68,MSPSFO,5075.28
1124,2012,3,1589,1598,283.26,MSPSFO,5075.28
1125,2012,4,1589,1307,290.94,MSPSFO,5075.28
1126,2013,1,1589,1070,314.75,MSPSFO,5075.28
1127,2011,3,1399,1282,231.19,MSPSEA,4748.17
1128,2011,4,1399,784,236.86,MSPSEA,4748.17
1129,2012,1,1399,514,259.65,MSPSEA,4748.17
1130,2012,2,1399,994,230.74,MSPSEA,4748.17
1131,2012,3,1399,1330,222.75,MSPSEA,4748.17
1132,2012,4,1399,895,221.37,MSPSEA,4748.17
1133,2013,1,1399,624,221.91,MSPSEA,4748.17
1134,2011,3,989,10560,150.47,JFKMCO,8513.69
1135,2011,3,989,10560,150.47,LGAMCO,5351.5
1136,2011,3,989,10560,150.47,EWRMCO,6391.56
1137,2011,4,989,9224,160.54,JFKMCO,8513.69
1138,2011,4,989,9224,160.54,LGAMCO,5351.5
1139,2011,4,989,9224,160.54,EWRMCO,6391.56
1140,2012,1,989,8511,169.73,JFKMCO,8513.69
1141,2012,1,989,8511,169.73,LGAMCO,5351.5
1142,2012,1,989,8511,169.73,EWRMCO,6391.56
1143,2012,2,989,10321,161.47,JFKMCO,8513.69
1144,2012,2,989,10321,161.47,LGAMCO,5351.5
1145,2012,2,989,10321,161.47,EWRMCO,6391.56
1146,2012,3,989,10043,156.51,JFKMCO,8513.69
1147,2012,3,989,10043,156.51,LGAMCO,5351.5
1148,2012,3,989,10043,156.51,EWRMCO,6391.56
1149,2012,4,989,8704,166.33,JFKMCO,8513.69
1150,2012,4,989,8704,166.33,LGAMCO,5351.5
1151,2012,4,989,8704,166.33,EWRMCO,6391.56
1152,2013,1,989,8980,175.72,JFKMCO,8513.69
1153,2013,1,989,8980,175.72,LGAMCO,5351.5
1154,2013,1,989,8980,175.72,EWRMCO,6391.56
1155,2011,3,2189,2339,244.2,JFKPHX,11337.3
1156,2011,3,2189,2339,244.2,LGAPHX,294.0
1157,2011,3,2189,2339,244.2,EWRPHX,11515.64
1158,2011,4,2189,2603,246.36,JFKPHX,11337.3
1159,2011,4,2189,2603,246.36,LGAPHX,294.0
1160,2011,4,2189,2603,246.36,EWRPHX,11515.64
1161,2012,1,2189,2347,227.27,JFKPHX,11337.3
1162,2012,1,2189,2347,227.27,LGAPHX,294.0
1163,2012,1,2189,2347,227.27,EWRPHX,11515.64
1164,2012,2,2189,2733,243.24,JFKPHX,11337.3
1165,2012,2,2189,2733,243.24,LGAPHX,294.0
1166,2012,2,2189,2733,243.24,EWRPHX,11515.64
1167,2012,3,2189,2167,245.79,JFKPHX,11337.3
1168,2012,3,2189,2167,245.79,LGAPHX,294.0
1169,2012,3,2189,2167,245.79,EWRPHX,11515.64
1170,2012,4,2189,2590,259.95,JFKPHX,11337.3
1171,2012,4,2189,2590,259.95,LGAPHX,294.0
1172,2012,4,2189,2590,259.95,EWRPHX,11515.64
1173,2013,1,2189,2386,278.35,JFKPHX,11337.3
1174,2013,1,2189,2386,278.35,LGAPHX,294.0
1175,2013,1,2189,2386,278.35,EWRPHX,11515.64
1176,2011,3,2619,7711,386.61,JFKSFO,23600.46
1177,2011,3,2619,7711,386.61,LGASFO,337.0
1178,2011,3,2619,7711,386.61,EWRSFO,10747.86
1179,2011,4,2619,7246,364.58,JFKSFO,23600.46
1180,2011,4,2619,7246,364.58,LGASFO,337.0
1181,2011,4,2619,7246,364.58,EWRSFO,10747.86
1182,2012,1,2619,6236,343.1,JFKSFO,23600.46
1183,2012,1,2619,6236,343.1,LGASFO,337.0
1184,2012,1,2619,6236,343.1,EWRSFO,10747.86
1185,2012,2,2619,8400,371.99,JFKSFO,23600.46
1186,2012,2,2619,8400,371.99,LGASFO,337.0
1187,2012,2,2619,8400,371.99,EWRSFO,10747.86
1188,2012,3,2619,8290,369.29,JFKSFO,23600.46
1189,2012,3,2619,8290,369.29,LGASFO,337.0
1190,2012,3,2619,8290,369.29,EWRSFO,10747.86
1191,2012,4,2619,7632,382.99,JFKSFO,23600.46
1192,2012,4,2619,7632,382.99,LGASFO,337.0
1193,2012,4,2619,7632,382.99,EWRSFO,10747.86
1194,2013,1,2619,6339,400.47,JFKSFO,23600.46
1195,2013,1,2619,6339,400.47,LGASFO,337.0
1196,2013,1,2619,6339,400.47,EWRSFO,10747.86
1197,2011,3,2448,2484,325.47,JFKSEA,10988.67
1198,2011,3,2448,2484,325.47,LGASEA,317.0
1199,2011,3,2448,2484,325.47,EWRSEA,12241.79
1200,2011,4,2448,1951,292.61,JFKSEA,10988.67
1201,2011,4,2448,1951,292.61,LGASEA,317.0
1202,2011,4,2448,1951,292.61,EWRSEA,12241.79
1203,2012,1,2448,1585,270.47,JFKSEA,10988.67
1204,2012,1,2448,1585,270.47,LGASEA,317.0
1205,2012,1,2448,1585,270.47,EWRSEA,12241.79
1206,2012,2,2448,2349,286.73,JFKSEA,10988.67
1207,2012,2,2448,2349,286.73,LGASEA,317.0
1208,2012,2,2448,2349,286.73,EWRSEA,12241.79
1209,2012,3,2448,2608,301.64,JFKSEA,10988.67
1210,2012,3,2448,2608,301.64,LGASEA,317.0
1211,2012,3,2448,2608,301.64,EWRSEA,12241.79
1212,2012,4,2448,1966,300.53,JFKSEA,10988.67
1213,2012,4,2448,1966,300.53,LGASEA,317.0
1214,2012,4,2448,1966,300.53,EWRSEA,12241.79
1215,2013,1,2448,1597,280.97,JFKSEA,10988.67
1216,2013,1,2448,1597,280.97,LGASEA,317.0
1217,2013,1,2448,1597,280.97,EWRSEA,12241.79
1218,2011,3,861,3062,129.82,MCOPHL,4905.23
1219,2011,4,861,3095,148.02,MCOPHL,4905.23
1220,2012,1,861,2797,155.26,MCOPHL,4905.23
1221,2012,2,861,3188,153.24,MCOPHL,4905.23
1222,2012,3,861,2732,141.12,MCOPHL,4905.23
1223,2012,4,861,3078,151.91,MCOPHL,4905.23
1224,2013,1,861,2828,166.47,MCOPHL,4905.23
1225,2011,3,1849,558,208.86,MCOPHX,8465.46
1226,2011,4,1849,680,226.63,MCOPHX,8465.46
1227,2012,1,1849,647,249.69,MCOPHX,8465.46
1228,2012,2,1849,649,241.91,MCOPHX,8465.46
1229,2012,3,1849,505,225.56,MCOPHX,8465.46
1230,2012,4,1849,693,229.76,MCOPHX,8465.46
1231,2013,1,1849,656,272.2,MCOPHX,8465.46
1232,2011,3,2446,908,266.86,MCOSFO,5295.26
1233,2011,4,2446,1048,283.86,MCOSFO,5295.26
1234,2012,1,2446,963,278.97,MCOSFO,5295.26
1235,2012,2,2446,1121,300.79,MCOSFO,5295.26
1236,2012,3,2446,1028,276.69,MCOSFO,5295.26
1237,2012,4,2446,1080,287.81,MCOSFO,5295.26
1238,2013,1,2446,1061,279.68,MCOSFO,5295.26
1239,2011,3,2554,661,242.97,MCOSEA,12977.46
1240,2011,4,2554,666,248.56,MCOSEA,12977.46
1241,2012,1,2554,665,277.13,MCOSEA,12977.46
1242,2012,2,2554,660,301.73,MCOSEA,12977.46
1243,2012,3,2554,636,285.82,MCOSEA,12977.46
1244,2012,4,2554,671,266.64,MCOSEA,12977.46
1245,2013,1,2554,672,268.04,MCOSEA,12977.46
1246,2011,3,2075,830,251.74,PHLPHX,13677.53
1247,2011,4,2075,892,254.5,PHLPHX,13677.53
1248,2012,1,2075,791,262.65,PHLPHX,13677.53
1249,2012,2,2075,872,277.02,PHLPHX,13677.53
1250,2012,3,2075,785,235.71,PHLPHX,13677.53
1251,2012,4,2075,861,247.69,PHLPHX,13677.53
1252,2013,1,2075,867,266.82,PHLPHX,13677.53
1253,2011,3,2521,1545,353.86,PHLSFO,13065.14
1254,2011,4,2521,1356,329.68,PHLSFO,13065.14
1255,2012,1,2521,1029,351.08,PHLSFO,13065.14
1256,2012,2,2521,1747,303.48,PHLSFO,13065.14
1257,2012,3,2521,1906,291.34,PHLSFO,13065.14
1258,2012,4,2521,1688,296.36,PHLSFO,13065.14
1259,2013,1,2521,1434,291.02,PHLSFO,13065.14
1260,2011,3,2378,673,310.39,PHLSEA,10293.07
1261,2011,4,2378,499,292.21,PHLSEA,10293.07
1262,2012,1,2378,344,311.64,PHLSEA,10293.07
1263,2012,2,2378,604,300.2,PHLSEA,10293.07
1264,2012,3,2378,741,296.28,PHLSEA,10293.07
1265,2012,4,2378,546,271.37,PHLSEA,10293.07
1266,2013,1,2378,386,263.68,PHLSEA,10293.07
1267,2011,3,651,2847,178.36,PHXSFO,3469.02
1268,2011,4,651,3442,171.43,PHXSFO,3469.02
1269,2012,1,668,3657,167.89,PHXSFO,3469.02
1270,2012,2,668,3619,160.52,PHXSFO,3469.02
1271,2012,3,668,3171,151.4,PHXSFO,3469.02
1272,2012,4,668,3564,159.83,PHXSFO,3469.02
1273,2013,1,668,3642,176.98,PHXSFO,3469.02
1274,2011,3,1107,1702,177.73,PHXSEA,6801.19
1275,2011,4,1107,1980,175.58,PHXSEA,6801.19
1276,2012,1,1107,2046,180.71,PHXSEA,6801.19
1277,2012,2,1107,1895,196.81,PHXSEA,6801.19
1278,2012,3,1107,1541,201.51,PHXSEA,6801.19
1279,2012,4,1124,1829,209.8,PHXSEA,6801.19
1280,2013,1,1124,2070,202.62,PHXSEA,6801.19
1281,2011,3,697,5782,151.11,SFOSEA,4863.74
1282,2011,4,697,5172,146.55,SFOSEA,4863.74
1283,2012,1,697,4346,139.36,SFOSEA,4863.74
1284,2012,2,697,5183,163.22,SFOSEA,4863.74
1285,2012,3,697,5365,161.55,SFOSEA,4863.74
1286,2012,4,697,4952,169.63,SFOSEA,4863.74
1287,2013,1,697,4434,162.59,SFOSEA,4863.74
1288,2011,3,952,2335,208.31,BOSATL,6537.53
1289,2011,4,952,2117,227.89,BOSATL,6537.53
1290,2012,1,952,1704,235.04,BOSATL,6537.53
1291,2012,2,952,2335,226.73,BOSATL,6537.53
1292,2012,3,952,2437,196.87,BOSATL,6537.53
1293,2012,4,952,2255,203.29,BOSATL,6537.53
1294,2013,1,952,1784,212.29,BOSATL,6537.53
1295,2011,3,226,381,171.73,CLTATL,1497.38
1296,2011,4,226,370,165.83,CLTATL,1497.38
1297,2012,1,226,399,176.71,CLTATL,1497.38
1298,2012,2,226,438,151.17,CLTATL,1497.38
1299,2012,3,226,436,136.41,CLTATL,1497.38
1300,2012,4,226,456,133.28,CLTATL,1497.38
1301,2013,1,226,486,132.64,CLTATL,1497.38
1302,2011,3,606,3080,170.34,ORDATL,3267.48
1303,2011,4,606,2746,193.12,ORDATL,3267.48
1304,2012,1,606,2537,174.84,ORDATL,3267.48
1305,2012,2,606,3428,165.05,ORDATL,3267.48
1306,2012,3,606,3170,172.4,ORDATL,3267.48
1307,2012,4,606,3061,171.69,ORDATL,3267.48
1308,2013,1,606,2562,173.66,ORDATL,3267.48
1309,2011,3,731,2246,197.85,DFWATL,7035.06
1310,2011,4,731,2088,220.15,DFWATL,7035.06
1311,2012,1,731,2024,250.91,DFWATL,7035.06
1312,2012,2,731,2268,239.65,DFWATL,7035.06
1313,2012,3,731,2145,228.35,DFWATL,7035.06
1314,2012,4,731,2272,216.52,DFWATL,7035.06
1315,2013,1,731,2196,226.43,DFWATL,7035.06
1316,2011,3,1199,1555,175.94,DENATL,6128.96
1317,2011,4,1199,1438,195.85,DENATL,6128.96
1318,2012,1,1199,1402,178.55,DENATL,6128.96
1319,2012,2,1199,1585,171.87,DENATL,6128.96
1320,2012,3,1199,1678,160.75,DENATL,6128.96
1321,2012,4,1199,1598,173.18,DENATL,6128.96
1322,2013,1,1199,1587,169.3,DENATL,6128.96
1323,2011,3,594,1252,184.39,DTWATL,2621.73
1324,2011,4,594,1123,204.87,DTWATL,2621.73
1325,2012,1,594,913,229.27,DTWATL,2621.73
1326,2012,2,594,1277,200.35,DTWATL,2621.73
1327,2012,3,594,1225,186.37,DTWATL,2621.73
1328,2012,4,594,1197,196.94,DTWATL,2621.73
1329,2013,1,594,943,211.14,DTWATL,2621.73
1330,2011,3,696,1373,203.41,IAHATL,2853.15
1331,2011,4,696,1417,211.15,IAHATL,2853.15
1332,2012,1,696,1454,204.08,IAHATL,2853.15
1333,2012,2,696,1743,192.26,IAHATL,2853.15
1334,2012,3,696,1612,176.59,IAHATL,2853.15
1335,2012,4,696,1716,174.66,IAHATL,2853.15
1336,2013,1,696,1588,185.98,IAHATL,2853.15
1337,2011,3,1747,1274,230.24,LASATL,11945.96
1338,2011,4,1747,1274,239.82,LASATL,11945.96
1339,2012,1,1747,1414,241.58,LASATL,11945.96
1340,2012,2,1747,1519,234.42,LASATL,11945.96
1341,2012,3,1747,1237,237.96,LASATL,11945.96
1342,2012,4,1747,1236,240.79,LASATL,11945.96
1343,2013,1,1747,1363,246.87,LASATL,11945.96
1344,2011,3,1946,2761,250.1,LAXATL,12191.76
1345,2011,4,1947,2667,256.13,LAXATL,12191.76
1346,2012,1,1947,2339,258.51,LAXATL,12191.76
1347,2012,2,1947,2943,262.96,LAXATL,12191.76
1348,2012,3,1947,2805,251.9,LAXATL,12191.76
1349,2012,4,1947,2664,267.67,LAXATL,12191.76
1350,2013,1,1947,2346,276.97,LAXATL,12191.76
1351,2011,3,594,3115,125.48,MIAATL,3277.53
1352,2011,4,594,3335,125.31,MIAATL,3277.53
1353,2012,1,594,3154,143.94,MIAATL,3277.53
1354,2012,2,594,3461,130.12,MIAATL,3277.53
1355,2012,3,594,3039,124.34,MIAATL,3277.53
1356,2012,4,594,2898,154.4,MIAATL,3277.53
1357,2013,1,594,2875,166.15,MIAATL,3277.53
1358,2011,3,907,1272,205.98,MSPATL,4729.31
1359,2011,4,907,1121,223.22,MSPATL,4729.31
1360,2012,1,907,933,253.81,MSPATL,4729.31
1361,2012,2,907,1148,231.47,MSPATL,4729.31
1362,2012,3,907,1214,208.15,MSPATL,4729.31
1363,2012,4,907,1077,216.15,MSPATL,4729.31
1364,2013,1,907,909,243.33,MSPATL,4729.31
1365,2011,3,795,6033,205.29,JFKATL,2531.23
1366,2011,3,795,6033,205.29,LGAATL,10282.39
1367,2011,3,795,6033,205.29,EWRATL,4324.95
1368,2011,4,795,5891,220.43,JFKATL,2531.23
1369,2011,4,795,5891,220.43,LGAATL,10282.39
1370,2011,4,795,5891,220.43,EWRATL,4324.95
1371,2012,1,795,5016,224.2,JFKATL,2531.23
1372,2012,1,795,5016,224.2,LGAATL,10282.39
1373,2012,1,795,5016,224.2,EWRATL,4324.95
1374,2012,2,795,6590,204.27,JFKATL,2531.23
1375,2012,2,795,6590,204.27,LGAATL,10282.39
1376,2012,2,795,6590,204.27,EWRATL,4324.95
1377,2012,3,795,6702,184.52,JFKATL,2531.23
1378,2012,3,795,6702,184.52,LGAATL,10282.39
1379,2012,3,795,6702,184.52,EWRATL,4324.95
1380,2012,4,795,6536,194.28,JFKATL,2531.23
1381,2012,4,795,6536,194.28,LGAATL,10282.39
1382,2012,4,795,6536,194.28,EWRATL,4324.95
1383,2013,1,795,5447,197.2,JFKATL,2531.23
1384,2013,1,795,5447,197.2,LGAATL,10282.39
1385,2013,1,795,5447,197.2,EWRATL,4324.95
1386,2011,3,404,1306,160.58,MCOATL,4387.81
1387,2011,4,404,1368,167.32,MCOATL,4387.81
1388,2012,1,404,1488,186.2,MCOATL,4387.81
1389,2012,2,404,1554,154.71,MCOATL,4387.81
1390,2012,3,404,1365,142.11,MCOATL,4387.81
1391,2012,4,404,1622,147.71,MCOATL,4387.81
1392,2013,1,404,1687,157.68,MCOATL,4387.81
1393,2011,3,666,2066,174.92,PHLATL,3820.72
1394,2011,4,666,1876,191.17,PHLATL,3820.72
1395,2012,1,666,1564,209.58,PHLATL,3820.72
1396,2012,2,666,2014,182.78,PHLATL,3820.72
1397,2012,3,666,1959,170.34,PHLATL,3820.72
1398,2012,4,666,1838,186.63,PHLATL,3820.72
1399,2013,1,666,1471,206.53,PHLATL,3820.72
1400,2011,3,1587,863,190.23,PHXATL,8099.97
1401,2011,4,1587,973,215.89,PHXATL,8099.97
1402,2012,1,1587,935,221.41,PHXATL,8099.97
1403,2012,2,1587,1055,205.58,PHXATL,8099.97
1404,2012,3,1587,842,193.78,PHXATL,8099.97
1405,2012,4,1587,1025,216.89,PHXATL,8099.97
1406,2013,1,1587,901,235.26,PHXATL,8099.97
1407,2011,3,2139,1677,275.6,SFOATL,14791.72
1408,2011,4,2139,1581,286.55,SFOATL,14791.72
1409,2012,1,2139,1313,289.93,SFOATL,14791.72
1410,2012,2,2139,1674,301.21,SFOATL,14791.72
1411,2012,3,2139,1767,276.76,SFOATL,14791.72
1412,2012,4,2139,1831,271.31,SFOATL,14791.72
1413,2013,1,2139,1427,295.07,SFOATL,14791.72
1414,2011,3,2182,1136,261.18,SEAATL,9783.18
1415,2011,4,2182,804,282.92,SEAATL,9783.18
1416,2012,1,2182,626,310.19,SEAATL,9783.18
1417,2012,2,2182,1030,276.3,SEAATL,9783.18
1418,2012,3,2182,1169,273.22,SEAATL,9783.18
1419,2012,4,2182,846,291.29,SEAATL,9783.18
1420,2013,1,2182,701,294.75,SEAATL,9783.18
1421,2011,3,737,1701,146.93,CLTBOS,4181.03
1422,2011,4,737,1538,150.42,CLTBOS,4181.03
1423,2012,1,737,1141,151.39,CLTBOS,4181.03
1424,2012,2,737,1703,167.08,CLTBOS,4181.03
1425,2012,3,737,1707,159.3,CLTBOS,4181.03
1426,2012,4,737,1578,151.78,CLTBOS,4181.03
1427,2013,1,737,1301,144.84,CLTBOS,4181.03
1428,2011,3,867,4534,176.17,ORDBOS,6996.32
1429,2011,4,867,4159,172.83,ORDBOS,6996.32
1430,2012,1,867,3040,156.69,ORDBOS,6996.32
1431,2012,2,867,4670,175.88,ORDBOS,6996.32
1432,2012,3,867,4944,175.13,ORDBOS,6996.32
1433,2012,4,867,4158,186.19,ORDBOS,6996.32
1434,2013,1,867,3030,168.48,ORDBOS,6996.32
1435,2011,3,1562,1569,297.3,DFWBOS,10304.71
1436,2011,4,1562,1340,319.36,DFWBOS,10304.71
1437,2012,1,1562,1103,356.81,DFWBOS,10304.71
1438,2012,2,1562,1790,262.52,DFWBOS,10304.71
1439,2012,3,1562,1891,231.68,DFWBOS,10304.71
1440,2012,4,1562,1680,219.26,DFWBOS,10304.71
1441,2013,1,1562,1413,229.88,DFWBOS,10304.71
1442,2011,3,1754,1978,233.35,DENBOS,7565.83
1443,2011,4,1754,1582,211.57,DENBOS,7565.83
1444,2012,1,1754,1390,198.34,DENBOS,7565.83
1445,2012,2,1754,1826,223.31,DENBOS,7565.83
1446,2012,3,1754,2124,231.54,DENBOS,7565.83
1447,2012,4,1754,1570,231.99,DENBOS,7565.83
1448,2013,1,1754,1382,230.13,DENBOS,7565.83
1449,2011,3,632,978,271.24,DTWBOS,1744.69
1450,2011,4,632,940,260.29,DTWBOS,1744.69
1451,2012,1,632,708,274.63,DTWBOS,1744.69
1452,2012,2,632,922,304.17,DTWBOS,1744.69
1453,2012,3,632,982,275.07,DTWBOS,1744.69
1454,2012,4,632,928,283.1,DTWBOS,1744.69
1455,2013,1,632,660,309.13,DTWBOS,1744.69
1456,2011,3,1609,1115,278.94,IAHBOS,7035.56
1457,2011,4,1609,942,288.48,IAHBOS,7035.56
1458,2012,1,1609,771,299.32,IAHBOS,7035.56
1459,2012,2,1609,1040,309.45,IAHBOS,7035.56
1460,2012,3,1609,1068,297.0,IAHBOS,7035.56
1461,2012,4,1609,1018,305.69,IAHBOS,7035.56
1462,2013,1,1609,817,313.7,IAHBOS,7035.56
1463,2011,3,2381,1464,247.0,LASBOS,7109.58
1464,2011,4,2381,1294,250.65,LASBOS,7109.58
1465,2012,1,2381,1301,247.44,LASBOS,7109.58
1466,2012,2,2381,1625,263.22,LASBOS,7109.58
1467,2012,3,2381,1304,252.61,LASBOS,7109.58
1468,2012,4,2381,1284,242.82,LASBOS,7109.58
1469,2013,1,2381,1281,250.88,LASBOS,7109.58
1470,2011,3,2611,3522,301.57,LAXBOS,9909.71
1471,2011,4,2611,3076,282.77,LAXBOS,9909.71
1472,2012,1,2611,2693,264.59,LAXBOS,9909.71
1473,2012,2,2611,3524,307.64,LAXBOS,9909.71
