,Year,quarter,miles_distance,daily_passengers,average_fare,DEP,ARR,ROUTE
889,2011,3,2282,4447,277.35,LAS,JFK,LASJFK
890,2011,3,2282,4447,277.35,LAS,LGA,LASLGA
891,2011,3,2282,4447,277.35,LAS,EWR,LASEWR
892,2011,4,2282,3469,269.17,LAS,JFK,LASJFK
893,2011,4,2282,3469,269.17,LAS,LGA,LASLGA
894,2011,4,2282,3469,269.17,LAS,EWR,LASEWR
895,2012,1,2282,3524,274.08,LAS,JFK,LASJFK
896,2012,1,2282,3524,274.08,LAS,LGA,LASLGA
897,2012,1,2282,3524,274.08,LAS,EWR,LASEWR
898,2012,2,2282,4376,299.12,LAS,JFK,LASJFK
899,2012,2,2282,4376,299.12,LAS,LGA,LASLGA
900,2012,2,2282,4376,299.12,LAS,EWR,LASEWR
901,2012,3,2282,4067,285.5,LAS,JFK,LASJFK
902,2012,3,2282,4067,285.5,LAS,LGA,LASLGA
903,2012,3,2282,4067,285.5,LAS,EWR,LASEWR
904,2012,4,2282,3157,287.55,LAS,JFK,LASJFK
905,2012,4,2282,3157,287.55,LAS,LGA,LASLGA
906,2012,4,2282,3157,287.55,LAS,EWR,LASEWR
907,2013,1,2282,3399,314.52,LAS,JFK,LASJFK
908,2013,1,2282,3399,314.52,LAS,LGA,LASLGA
909,2013,1,2282,3399,314.52,LAS,EWR,LASEWR
910,2011,3,2039,727,247.08,LAS,MCO,LASMCO
911,2011,4,2039,726,237.33,LAS,MCO,LASMCO
912,2012,1,2039,743,239.58,LAS,MCO,LASMCO
913,2012,2,2039,787,258.83,LAS,MCO,LASMCO
914,2012,3,2039,707,248.4,LAS,MCO,LASMCO
915,2012,4,2039,672,261.92,LAS,MCO,LASMCO
916,2013,1,2039,682,270.52,LAS,MCO,LASMCO
917,2011,3,2176,1264,245.7,LAS,PHL,LASPHL
918,2011,4,2176,1141,246.18,LAS,PHL,LASPHL
919,2012,1,2176,1106,251.17,LAS,PHL,LASPHL
920,2012,2,2176,1386,257.04,LAS,PHL,LASPHL
921,2012,3,2176,1311,228.11,LAS,PHL,LASPHL
922,2012,4,2176,1288,214.65,LAS,PHL,LASPHL
923,2013,1,2176,1341,229.72,LAS,PHL,LASPHL
924,2011,3,255,1618,126.37,LAS,PHX,LASPHX
925,2011,4,276,1751,126.24,LAS,PHX,LASPHX
926,2012,1,276,1674,127.7,LAS,PHX,LASPHX
927,2012,2,276,1718,109.94,LAS,PHX,LASPHX
928,2012,3,276,1628,109.13,LAS,PHX,LASPHX
929,2012,4,276,1797,115.04,LAS,PHX,LASPHX
930,2013,1,276,1981,120.42,LAS,PHX,LASPHX
931,2011,3,414,6318,128.33,LAS,SFO,LASSFO
932,2011,4,414,5896,124.0,LAS,SFO,LASSFO
933,2012,1,414,5700,120.66,LAS,SFO,LASSFO
934,2012,2,414,6160,132.84,LAS,SFO,LASSFO
935,2012,3,414,6173,126.21,LAS,SFO,LASSFO
936,2012,4,414,5537,133.78,LAS,SFO,LASSFO
937,2013,1,414,5397,141.14,LAS,SFO,LASSFO
938,2011,3,867,2285,150.25,LAS,SEA,LASSEA
939,2011,4,867,2083,146.31,LAS,SEA,LASSEA
940,2012,1,867,1990,153.03,LAS,SEA,LASSEA
941,2012,2,867,2285,162.73,LAS,SEA,LASSEA
942,2012,3,867,1986,162.85,LAS,SEA,LASSEA
943,2012,4,867,1926,171.61,LAS,SEA,LASSEA
944,2013,1,867,2128,165.34,LAS,SEA,LASSEA
945,2011,3,2342,2572,252.96,LAX,MIA,LAXMIA
946,2011,4,2342,2879,267.39,LAX,MIA,LAXMIA
947,2012,1,2342,3063,269.83,LAX,MIA,LAXMIA
948,2012,2,2342,3004,269.99,LAX,MIA,LAXMIA
949,2012,3,2342,2587,262.71,LAX,MIA,LAXMIA
950,2012,4,2342,2977,281.33,LAX,MIA,LAXMIA
951,2013,1,2342,3182,286.03,LAX,MIA,LAXMIA
952,2011,3,1535,1991,237.22,LAX,MSP,LAXMSP
953,2011,4,1535,1693,246.44,LAX,MSP,LAXMSP
954,2012,1,1535,1557,264.53,LAX,MSP,LAXMSP
955,2012,2,1535,1701,276.13,LAX,MSP,LAXMSP
956,2012,3,1535,1757,266.46,LAX,MSP,LAXMSP
957,2012,4,1535,1642,274.88,LAX,MSP,LAXMSP
958,2013,1,1535,1524,282.16,LAX,MSP,LAXMSP
959,2011,3,2510,10761,361.48,LAX,JFK,LAXJFK
960,2011,3,2510,10761,361.48,LAX,LGA,LAXLGA
961,2011,3,2510,10761,361.48,LAX,EWR,LAXEWR
962,2011,4,2510,10331,350.25,LAX,JFK,LAXJFK
963,2011,4,2510,10331,350.25,LAX,LGA,LAXLGA
964,2011,4,2510,10331,350.25,LAX,EWR,LAXEWR
965,2012,1,2510,9181,334.74,LAX,JFK,LAXJFK
966,2012,1,2510,9181,334.74,LAX,LGA,LAXLGA
967,2012,1,2510,9181,334.74,LAX,EWR,LAXEWR
968,2012,2,2510,11451,362.32,LAX,JFK,LAXJFK
969,2012,2,2510,11451,362.32,LAX,LGA,LAXLGA
970,2012,2,2510,11451,362.32,LAX,EWR,LAXEWR
971,2012,3,2510,11053,353.77,LAX,JFK,LAXJFK
972,2012,3,2510,11053,353.77,LAX,LGA,LAXLGA
973,2012,3,2510,11053,353.77,LAX,EWR,LAXEWR
974,2012,4,2510,10595,356.72,LAX,JFK,LAXJFK
975,2012,4,2510,10595,356.72,LAX,LGA,LAXLGA
976,2012,4,2510,10595,356.72,LAX,EWR,LAXEWR
977,2013,1,2510,9433,366.88,LAX,JFK,LAXJFK
978,2013,1,2510,9433,366.88,LAX,LGA,LAXLGA
979,2013,1,2510,9433,366.88,LAX,EWR,LAXEWR
980,2011,3,2218,1784,246.23,LAX,MCO,LAXMCO
981,2011,4,2218,1809,258.58,LAX,MCO,LAXMCO
982,2012,1,2218,1762,260.45,LAX,MCO,LAXMCO
983,2012,2,2218,1871,275.64,LAX,MCO,LAXMCO
984,2012,3,2218,1790,253.96,LAX,MCO,LAXMCO
985,2012,4,2218,1881,255.53,LAX,MCO,LAXMCO
986,2013,1,2218,1860,263.28,LAX,MCO,LAXMCO
987,2011,3,2402,1849,321.66,LAX,PHL,LAXPHL
988,2011,4,2402,1736,310.73,LAX,PHL,LAXPHL
989,2012,1,2402,1485,281.05,LAX,PHL,LAXPHL
990,2012,2,2402,2437,257.37,LAX,PHL,LAXPHL
991,2012,3,2402,2342,256.57,LAX,PHL,LAXPHL
992,2012,4,2402,2094,273.96,LAX,PHL,LAXPHL
993,2013,1,2402,1730,276.87,LAX,PHL,LAXPHL
994,2011,3,370,4438,134.42,LAX,PHX,LAXPHX
995,2011,4,370,5035,134.55,LAX,PHX,LAXPHX
996,2012,1,392,5025,133.69,LAX,PHX,LAXPHX
997,2012,2,392,4925,133.23,LAX,PHX,LAXPHX
998,2012,3,392,4470,125.82,LAX,PHX,LAXPHX
999,2012,4,370,4977,128.07,LAX,PHX,LAXPHX
1000,2013,1,370,4949,133.92,LAX,PHX,LAXPHX
1001,2011,3,372,18777,131.04,LAX,SFO,LAXSFO
1002,2011,4,372,19595,134.36,LAX,SFO,LAXSFO
1003,2012,1,372,18311,125.52,LAX,SFO,LAXSFO
1004,2012,2,372,19720,134.34,LAX,SFO,LAXSFO
1005,2012,3,372,19630,122.08,LAX,SFO,LAXSFO
1006,2012,4,372,19936,132.5,LAX,SFO,LAXSFO
1007,2013,1,372,18027,135.06,LAX,SFO,LAXSFO
1008,2011,3,978,6679,168.01,LAX,SEA,LAXSEA
1009,2011,4,978,5807,172.71,LAX,SEA,LAXSEA
1010,2012,1,978,5360,147.57,LAX,SEA,LAXSEA
1011,2012,2,978,6180,169.51,LAX,SEA,LAXSEA
1012,2012,3,978,6119,176.31,LAX,SEA,LAXSEA
1013,2012,4,978,5675,177.62,LAX,SEA,LAXSEA
1014,2013,1,978,5334,166.19,LAX,SEA,LAXSEA
1015,2011,3,1501,484,221.75,MIA,MSP,MIAMSP
1016,2011,4,1501,705,249.53,MIA,MSP,MIAMSP
1017,2012,1,1501,1266,258.64,MIA,MSP,MIAMSP
1018,2012,2,1501,682,253.64,MIA,MSP,MIAMSP
1019,2012,3,1501,513,231.09,MIA,MSP,MIAMSP
1020,2012,4,1501,767,243.01,MIA,MSP,MIAMSP
1021,2013,1,1501,1351,252.52,MIA,MSP,MIAMSP
1022,2011,3,1139,13561,152.51,MIA,JFK,MIAJFK
1023,2011,3,1139,13561,152.51,MIA,LGA,MIALGA
1024,2011,3,1139,13561,152.51,MIA,EWR,MIAEWR
1025,2011,4,1139,14556,173.73,MIA,JFK,MIAJFK
1026,2011,4,1139,14556,173.73,MIA,LGA,MIALGA
1027,2011,4,1139,14556,173.73,MIA,EWR,MIAEWR
1028,2012,1,1139,14909,187.63,MIA,JFK,MIAJFK
1029,2012,1,1139,14909,187.63,MIA,LGA,MIALGA
1030,2012,1,1139,14909,187.63,MIA,EWR,MIAEWR
1031,2012,2,1139,14351,178.68,MIA,JFK,MIAJFK
1032,2012,2,1139,14351,178.68,MIA,LGA,MIALGA
1033,2012,2,1139,14351,178.68,MIA,EWR,MIAEWR
1034,2012,3,1139,12452,166.3,MIA,JFK,MIAJFK
1035,2012,3,1139,12452,166.3,MIA,LGA,MIALGA
1036,2012,3,1139,12452,166.3,MIA,EWR,MIAEWR
1037,2012,4,1139,13871,179.0,MIA,JFK,MIAJFK
1038,2012,4,1139,13871,179.0,MIA,LGA,MIALGA
1039,2012,4,1139,13871,179.0,MIA,EWR,MIAEWR
1040,2013,1,1139,15907,193.31,MIA,JFK,MIAJFK
1041,2013,1,1139,15907,193.31,MIA,LGA,MIALGA
1042,2013,1,1139,15907,193.31,MIA,EWR,MIAEWR
1043,2011,3,192,530,140.79,MIA,MCO,MIAMCO
1044,2011,4,192,589,130.65,MIA,MCO,MIAMCO
1045,2012,1,192,616,136.36,MIA,MCO,MIAMCO
1046,2012,2,192,553,136.86,MIA,MCO,MIAMCO
1047,2012,3,192,533,129.56,MIA,MCO,MIAMCO
1048,2012,4,192,545,130.57,MIA,MCO,MIAMCO
1049,2013,1,192,460,142.99,MIA,MCO,MIAMCO
1050,2011,3,1013,1492,187.8,MIA,PHL,MIAPHL
1051,2011,4,1013,2078,189.76,MIA,PHL,MIAPHL
1052,2012,1,1013,2033,205.58,MIA,PHL,MIAPHL
1053,2012,2,1013,2021,195.72,MIA,PHL,MIAPHL
1054,2012,3,1013,1469,179.01,MIA,PHL,MIAPHL
1055,2012,4,1013,2095,173.84,MIA,PHL,MIAPHL
1056,2013,1,1013,2539,187.31,MIA,PHL,MIAPHL
1057,2011,3,1972,502,220.99,MIA,PHX,MIAPHX
1058,2011,4,1972,702,246.8,MIA,PHX,MIAPHX
1059,2012,1,1972,742,268.08,MIA,PHX,MIAPHX
1060,2012,2,1972,605,262.37,MIA,PHX,MIAPHX
1061,2012,3,1972,444,238.07,MIA,PHX,MIAPHX
1062,2012,4,1972,678,256.98,MIA,PHX,MIAPHX
1063,2013,1,1972,775,276.27,MIA,PHX,MIAPHX
1064,2011,3,2585,1360,268.34,MIA,SFO,MIASFO
1065,2011,4,2585,1570,289.22,MIA,SFO,MIASFO
1066,2012,1,2585,1596,287.1,MIA,SFO,MIASFO
1067,2012,2,2585,1708,278.62,MIA,SFO,MIASFO
1068,2012,3,2585,1507,264.92,MIA,SFO,MIASFO
1069,2012,4,2585,1763,285.28,MIA,SFO,MIASFO
1070,2013,1,2585,1645,294.53,MIA,SFO,MIASFO
1071,2011,3,2724,502,282.96,MIA,SEA,MIASEA
1072,2011,4,2724,639,277.23,MIA,SEA,MIASEA
1073,2012,1,2724,642,281.38,MIA,SEA,MIASEA
1074,2012,2,2724,600,295.74,MIA,SEA,MIASEA
1075,2012,3,2724,537,283.36,MIA,SEA,MIASEA
1076,2012,4,2724,622,287.94,MIA,SEA,MIASEA
1077,2013,1,2724,636,297.83,MIA,SEA,MIASEA
1078,2011,3,1057,2445,263.71,MSP,JFK,MSPJFK
1079,2011,3,1057,2445,263.71,MSP,LGA,MSPLGA
1080,2011,3,1057,2445,263.71,MSP,EWR,MSPEWR
1081,2011,4,1057,2334,265.96,MSP,JFK,MSPJFK
1082,2011,4,1057,2334,265.96,MSP,LGA,MSPLGA
1083,2011,4,1057,2334,265.96,MSP,EWR,MSPEWR
1084,2012,1,1057,1738,282.01,MSP,JFK,MSPJFK
1085,2012,1,1057,1738,282.01,MSP,LGA,MSPLGA
1086,2012,1,1057,1738,282.01,MSP,EWR,MSPEWR
1087,2012,2,1057,2423,291.91,MSP,JFK,MSPJFK
1088,2012,2,1057,2423,291.91,MSP,LGA,MSPLGA
1089,2012,2,1057,2423,291.91,MSP,EWR,MSPEWR
1090,2012,3,1057,2517,279.82,MSP,JFK,MSPJFK
1091,2012,3,1057,2517,279.82,MSP,LGA,MSPLGA
1092,2012,3,1057,2517,279.82,MSP,EWR,MSPEWR
1093,2012,4,1057,2224,278.04,MSP,JFK,MSPJFK
1094,2012,4,1057,2224,278.04,MSP,LGA,MSPLGA
1095,2012,4,1057,2224,278.04,MSP,EWR,MSPEWR
1096,2013,1,1057,1682,307.2,MSP,JFK,MSPJFK
1097,2013,1,1057,1682,307.2,MSP,LGA,MSPLGA
1098,2013,1,1057,1682,307.2,MSP,EWR,MSPEWR
1099,2011,3,1310,1059,161.77,MSP,MCO,MSPMCO
1100,2011,4,1310,1481,189.58,MSP,MCO,MSPMCO
1101,2012,1,1310,2113,211.47,MSP,MCO,MSPMCO
1102,2012,2,1310,1396,196.48,MSP,MCO,MSPMCO
1103,2012,3,1310,1019,175.55,MSP,MCO,MSPMCO
1104,2012,4,1310,1531,190.78,MSP,MCO,MSPMCO
1105,2013,1,1310,2115,214.25,MSP,MCO,MSPMCO
1106,2011,3,980,751,275.51,MSP,PHL,MSPPHL
1107,2011,4,980,616,304.94,MSP,PHL,MSPPHL
1108,2012,1,980,469,323.42,MSP,PHL,MSPPHL
1109,2012,2,980,632,334.91,MSP,PHL,MSPPHL
1110,2012,3,980,689,289.11,MSP,PHL,MSPPHL
1111,2012,4,980,591,307.29,MSP,PHL,MSPPHL
1112,2013,1,980,435,333.36,MSP,PHL,MSPPHL
1113,2011,3,1276,1185,175.72,MSP,PHX,MSPPHX
1114,2011,4,1276,1665,189.76,MSP,PHX,MSPPHX
1115,2012,1,1276,2331,192.98,MSP,PHX,MSPPHX
1116,2012,2,1276,1420,199.1,MSP,PHX,MSPPHX
1117,2012,3,1276,1078,198.18,MSP,PHX,MSPPHX
1118,2012,4,1276,1574,202.46,MSP,PHX,MSPPHX
1119,2013,1,1276,2172,212.04,MSP,PHX,MSPPHX
1120,2011,3,1589,1515,269.71,MSP,SFO,MSPSFO
1121,2011,4,1589,1318,276.01,MSP,SFO,MSPSFO
1122,2012,1,1589,1078,292.42,MSP,SFO,MSPSFO
1123,2012,2,1589,1409,294.68,MSP,SFO,MSPSFO
1124,2012,3,1589,1598,283.26,MSP,SFO,MSPSFO
1125,2012,4,1589,1307,290.94,MSP,SFO,MSPSFO
1126,2013,1,1589,1070,314.75,MSP,SFO,MSPSFO
1127,2011,3,1399,1282,231.19,MSP,SEA,MSPSEA
1128,2011,4,1399,784,236.86,MSP,SEA,MSPSEA
1129,2012,1,1399,514,259.65,MSP,SEA,MSPSEA
1130,2012,2,1399,994,230.74,MSP,SEA,MSPSEA
1131,2012,3,1399,1330,222.75,MSP,SEA,MSPSEA
1132,2012,4,1399,895,221.37,MSP,SEA,MSPSEA
1133,2013,1,1399,624,221.91,MSP,SEA,MSPSEA
1134,2011,3,989,10560,150.47,JFK,MCO,JFKMCO
1135,2011,3,989,10560,150.47,LGA,MCO,LGAMCO
1136,2011,3,989,10560,150.47,EWR,MCO,EWRMCO
1137,2011,4,989,9224,160.54,JFK,MCO,JFKMCO
1138,2011,4,989,9224,160.54,LGA,MCO,LGAMCO
1139,2011,4,989,9224,160.54,EWR,MCO,EWRMCO
1140,2012,1,989,8511,169.73,JFK,MCO,JFKMCO
1141,2012,1,989,8511,169.73,LGA,MCO,LGAMCO
1142,2012,1,989,8511,169.73,EWR,MCO,EWRMCO
1143,2012,2,989,10321,161.47,JFK,MCO,JFKMCO
1144,2012,2,989,10321,161.47,LGA,MCO,LGAMCO
1145,2012,2,989,10321,161.47,EWR,MCO,EWRMCO
1146,2012,3,989,10043,156.51,JFK,MCO,JFKMCO
1147,2012,3,989,10043,156.51,LGA,MCO,LGAMCO
1148,2012,3,989,10043,156.51,EWR,MCO,EWRMCO
1149,2012,4,989,8704,166.33,JFK,MCO,JFKMCO
1150,2012,4,989,8704,166.33,LGA,MCO,LGAMCO
1151,2012,4,989,8704,166.33,EWR,MCO,EWRMCO
1152,2013,1,989,8980,175.72,JFK,MCO,JFKMCO
1153,2013,1,989,8980,175.72,LGA,MCO,LGAMCO
1154,2013,1,989,8980,175.72,EWR,MCO,EWRMCO
1155,2011,3,2189,2339,244.2,JFK,PHX,JFKPHX
1156,2011,3,2189,2339,244.2,LGA,PHX,LGAPHX
1157,2011,3,2189,2339,244.2,EWR,PHX,EWRPHX
1158,2011,4,2189,2603,246.36,JFK,PHX,JFKPHX
1159,2011,4,2189,2603,246.36,LGA,PHX,LGAPHX
1160,2011,4,2189,2603,246.36,EWR,PHX,EWRPHX
1161,2012,1,2189,2347,227.27,JFK,PHX,JFKPHX
1162,2012,1,2189,2347,227.27,LGA,PHX,LGAPHX
1163,2012,1,2189,2347,227.27,EWR,PHX,EWRPHX
1164,2012,2,2189,2733,243.24,JFK,PHX,JFKPHX
1165,2012,2,2189,2733,243.24,LGA,PHX,LGAPHX
1166,2012,2,2189,2733,243.24,EWR,PHX,EWRPHX
1167,2012,3,2189,2167,245.79,JFK,PHX,JFKPHX
1168,2012,3,2189,2167,245.79,LGA,PHX,LGAPHX
1169,2012,3,2189,2167,245.79,EWR,PHX,EWRPHX
1170,2012,4,2189,2590,259.95,JFK,PHX,JFKPHX
1171,2012,4,2189,2590,259.95,LGA,PHX,LGAPHX
1172,2012,4,2189,2590,259.95,EWR,PHX,EWRPHX
1173,2013,1,2189,2386,278.35,JFK,PHX,JFKPHX
1174,2013,1,2189,2386,278.35,LGA,PHX,LGAPHX
1175,2013,1,2189,2386,278.35,EWR,PHX,EWRPHX
1176,2011,3,2619,7711,386.61,JFK,SFO,JFKSFO
1177,2011,3,2619,7711,386.61,LGA,SFO,LGASFO
1178,2011,3,2619,7711,386.61,EWR,SFO,EWRSFO
1179,2011,4,2619,7246,364.58,JFK,SFO,JFKSFO
1180,2011,4,2619,7246,364.58,LGA,SFO,LGASFO
1181,2011,4,2619,7246,364.58,EWR,SFO,EWRSFO
1182,2012,1,2619,6236,343.1,JFK,SFO,JFKSFO
1183,2012,1,2619,6236,343.1,LGA,SFO,LGASFO
1184,2012,1,2619,6236,343.1,EWR,SFO,EWRSFO
1185,2012,2,2619,8400,371.99,JFK,SFO,JFKSFO
1186,2012,2,2619,8400,371.99,LGA,SFO,LGASFO
1187,2012,2,2619,8400,371.99,EWR,SFO,EWRSFO
1188,2012,3,2619,8290,369.29,JFK,SFO,JFKSFO
1189,2012,3,2619,8290,369.29,LGA,SFO,LGASFO
1190,2012,3,2619,8290,369.29,EWR,SFO,EWRSFO
1191,2012,4,2619,7632,382.99,JFK,SFO,JFKSFO
1192,2012,4,2619,7632,382.99,LGA,SFO,LGASFO
1193,2012,4,2619,7632,382.99,EWR,SFO,EWRSFO
1194,2013,1,2619,6339,400.47,JFK,SFO,JFKSFO
1195,2013,1,2619,6339,400.47,LGA,SFO,LGASFO
1196,2013,1,2619,6339,400.47,EWR,SFO,EWRSFO
1197,2011,3,2448,2484,325.47,JFK,SEA,JFKSEA
1198,2011,3,2448,2484,325.47,LGA,SEA,LGASEA
1199,2011,3,2448,2484,325.47,EWR,SEA,EWRSEA
1200,2011,4,2448,1951,292.61,JFK,SEA,JFKSEA
1201,2011,4,2448,1951,292.61,LGA,SEA,LGASEA
1202,2011,4,2448,1951,292.61,EWR,SEA,EWRSEA
1203,2012,1,2448,1585,270.47,JFK,SEA,JFKSEA
1204,2012,1,2448,1585,270.47,LGA,SEA,LGASEA
1205,2012,1,2448,1585,270.47,EWR,SEA,EWRSEA
1206,2012,2,2448,2349,286.73,JFK,SEA,JFKSEA
1207,2012,2,2448,2349,286.73,LGA,SEA,LGASEA
1208,2012,2,2448,2349,286.73,EWR,SEA,EWRSEA
1209,2012,3,2448,2608,301.64,JFK,SEA,JFKSEA
1210,2012,3,2448,2608,301.64,LGA,SEA,LGASEA
1211,2012,3,2448,2608,301.64,EWR,SEA,EWRSEA
1212,2012,4,2448,1966,300.53,JFK,SEA,JFKSEA
1213,2012,4,2448,1966,300.53,LGA,SEA,LGASEA
1214,2012,4,2448,1966,300.53,EWR,SEA,EWRSEA
1215,2013,1,2448,1597,280.97,JFK,SEA,JFKSEA
1216,2013,1,2448,1597,280.97,LGA,SEA,LGASEA
1217,2013,1,2448,1597,280.97,EWR,SEA,EWRSEA
1218,2011,3,861,3062,129.82,MCO,PHL,MCOPHL
1219,2011,4,861,3095,148.02,MCO,PHL,MCOPHL
1220,2012,1,861,2797,155.26,MCO,PHL,MCOPHL
1221,2012,2,861,3188,153.24,MCO,PHL,MCOPHL
1222,2012,3,861,2732,141.12,MCO,PHL,MCOPHL
1223,2012,4,861,3078,151.91,MCO,PHL,MCOPHL
1224,2013,1,861,2828,166.47,MCO,PHL,MCOPHL
1225,2011,3,1849,558,208.86,MCO,PHX,MCOPHX
1226,2011,4,1849,680,226.63,MCO,PHX,MCOPHX
1227,2012,1,1849,647,249.69,MCO,PHX,MCOPHX
1228,2012,2,1849,649,241.91,MCO,PHX,MCOPHX
1229,2012,3,1849,505,225.56,MCO,PHX,MCOPHX
1230,2012,4,1849,693,229.76,MCO,PHX,MCOPHX
1231,2013,1,1849,656,272.2,MCO,PHX,MCOPHX
1232,2011,3,2446,908,266.86,MCO,SFO,MCOSFO
1233,2011,4,2446,1048,283.86,MCO,SFO,MCOSFO
1234,2012,1,2446,963,278.97,MCO,SFO,MCOSFO
1235,2012,2,2446,1121,300.79,MCO,SFO,MCOSFO
1236,2012,3,2446,1028,276.69,MCO,SFO,MCOSFO
1237,2012,4,2446,1080,287.81,MCO,SFO,MCOSFO
1238,2013,1,2446,1061,279.68,MCO,SFO,MCOSFO
1239,2011,3,2554,661,242.97,MCO,SEA,MCOSEA
1240,2011,4,2554,666,248.56,MCO,SEA,MCOSEA
1241,2012,1,2554,665,277.13,MCO,SEA,MCOSEA
1242,2012,2,2554,660,301.73,MCO,SEA,MCOSEA
1243,2012,3,2554,636,285.82,MCO,SEA,MCOSEA
1244,2012,4,2554,671,266.64,MCO,SEA,MCOSEA
1245,2013,1,2554,672,268.04,MCO,SEA,MCOSEA
1246,2011,3,2075,830,251.74,PHL,PHX,PHLPHX
1247,2011,4,2075,892,254.5,PHL,PHX,PHLPHX
1248,2012,1,2075,791,262.65,PHL,PHX,PHLPHX
1249,2012,2,2075,872,277.02,PHL,PHX,PHLPHX
1250,2012,3,2075,785,235.71,PHL,PHX,PHLPHX
1251,2012,4,2075,861,247.69,PHL,PHX,PHLPHX
1252,2013,1,2075,867,266.82,PHL,PHX,PHLPHX
1253,2011,3,2521,1545,353.86,PHL,SFO,PHLSFO
1254,2011,4,2521,1356,329.68,PHL,SFO,PHLSFO
1255,2012,1,2521,1029,351.08,PHL,SFO,PHLSFO
1256,2012,2,2521,1747,303.48,PHL,SFO,PHLSFO
1257,2012,3,2521,1906,291.34,PHL,SFO,PHLSFO
1258,2012,4,2521,1688,296.36,PHL,SFO,PHLSFO
1259,2013,1,2521,1434,291.02,PHL,SFO,PHLSFO
1260,2011,3,2378,673,310.39,PHL,SEA,PHLSEA
1261,2011,4,2378,499,292.21,PHL,SEA,PHLSEA
1262,2012,1,2378,344,311.64,PHL,SEA,PHLSEA
1263,2012,2,2378,604,300.2,PHL,SEA,PHLSEA
1264,2012,3,2378,741,296.28,PHL,SEA,PHLSEA
1265,2012,4,2378,546,271.37,PHL,SEA,PHLSEA
1266,2013,1,2378,386,263.68,PHL,SEA,PHLSEA
1267,2011,3,651,2847,178.36,PHX,SFO,PHXSFO
1268,2011,4,651,3442,171.43,PHX,SFO,PHXSFO
1269,2012,1,668,3657,167.89,PHX,SFO,PHXSFO
1270,2012,2,668,3619,160.52,PHX,SFO,PHXSFO
1271,2012,3,668,3171,151.4,PHX,SFO,PHXSFO
1272,2012,4,668,3564,159.83,PHX,SFO,PHXSFO
1273,2013,1,668,3642,176.98,PHX,SFO,PHXSFO
1274,2011,3,1107,1702,177.73,PHX,SEA,PHXSEA
1275,2011,4,1107,1980,175.58,PHX,SEA,PHXSEA
1276,2012,1,1107,2046,180.71,PHX,SEA,PHXSEA
1277,2012,2,1107,1895,196.81,PHX,SEA,PHXSEA
1278,2012,3,1107,1541,201.51,PHX,SEA,PHXSEA
1279,2012,4,1124,1829,209.8,PHX,SEA,PHXSEA
1280,2013,1,1124,2070,202.62,PHX,SEA,PHXSEA
1281,2011,3,697,5782,151.11,SFO,SEA,SFOSEA
1282,2011,4,697,5172,146.55,SFO,SEA,SFOSEA
1283,2012,1,697,4346,139.36,SFO,SEA,SFOSEA
1284,2012,2,697,5183,163.22,SFO,SEA,SFOSEA
1285,2012,3,697,5365,161.55,SFO,SEA,SFOSEA
1286,2012,4,697,4952,169.63,SFO,SEA,SFOSEA
1287,2013,1,697,4434,162.59,SFO,SEA,SFOSEA
1288,2011,3,952,2335,208.31,ATL,BOS,BOSATL
1289,2011,4,952,2117,227.89,ATL,BOS,BOSATL
1290,2012,1,952,1704,235.04,ATL,BOS,BOSATL
1291,2012,2,952,2335,226.73,ATL,BOS,BOSATL
1292,2012,3,952,2437,196.87,ATL,BOS,BOSATL
1293,2012,4,952,2255,203.29,ATL,BOS,BOSATL
1294,2013,1,952,1784,212.29,ATL,BOS,BOSATL
1295,2011,3,226,381,171.73,ATL,CLT,CLTATL
1296,2011,4,226,370,165.83,ATL,CLT,CLTATL
1297,2012,1,226,399,176.71,ATL,CLT,CLTATL
1298,2012,2,226,438,151.17,ATL,CLT,CLTATL
1299,2012,3,226,436,136.41,ATL,CLT,CLTATL
1300,2012,4,226,456,133.28,ATL,CLT,CLTATL
1301,2013,1,226,486,132.64,ATL,CLT,CLTATL
1302,2011,3,606,3080,170.34,ATL,ORD,ORDATL
1303,2011,4,606,2746,193.12,ATL,ORD,ORDATL
1304,2012,1,606,2537,174.84,ATL,ORD,ORDATL
1305,2012,2,606,3428,165.05,ATL,ORD,ORDATL
1306,2012,3,606,3170,172.4,ATL,ORD,ORDATL
1307,2012,4,606,3061,171.69,ATL,ORD,ORDATL
1308,2013,1,606,2562,173.66,ATL,ORD,ORDATL
1309,2011,3,731,2246,197.85,ATL,DFW,DFWATL
1310,2011,4,731,2088,220.15,ATL,DFW,DFWATL
1311,2012,1,731,2024,250.91,ATL,DFW,DFWATL
1312,2012,2,731,2268,239.65,ATL,DFW,DFWATL
1313,2012,3,731,2145,228.35,ATL,DFW,DFWATL
1314,2012,4,731,2272,216.52,ATL,DFW,DFWATL
1315,2013,1,731,2196,226.43,ATL,DFW,DFWATL
1316,2011,3,1199,1555,175.94,ATL,DEN,DENATL
1317,2011,4,1199,1438,195.85,ATL,DEN,DENATL
1318,2012,1,1199,1402,178.55,ATL,DEN,DENATL
1319,2012,2,1199,1585,171.87,ATL,DEN,DENATL
1320,2012,3,1199,1678,160.75,ATL,DEN,DENATL
1321,2012,4,1199,1598,173.18,ATL,DEN,DENATL
1322,2013,1,1199,1587,169.3,ATL,DEN,DENATL
1323,2011,3,594,1252,184.39,ATL,DTW,DTWATL
1324,2011,4,594,1123,204.87,ATL,DTW,DTWATL
