,Year,quarter,miles_distance,daily_passengers,average_fare,DEP,ARR,ROUTE
1768,2012,3,1855,4347,275.59,ORD,SFO,SFOORD
1769,2012,4,1855,3893,279.56,ORD,SFO,SFOORD
1770,2013,1,1855,3150,266.38,ORD,SFO,SFOORD
1771,2011,3,1733,1941,260.53,ORD,SEA,SEAORD
1772,2011,4,1733,1515,220.99,ORD,SEA,SEAORD
1773,2012,1,1733,1151,226.06,ORD,SEA,SEAORD
1774,2012,2,1733,1695,257.2,ORD,SEA,SEAORD
1775,2012,3,1733,1907,266.94,ORD,SEA,SEAORD
1776,2012,4,1733,1547,253.85,ORD,SEA,SEAORD
1777,2013,1,1733,1155,243.23,ORD,SEA,SEAORD
1778,2011,3,651,2165,172.85,DFW,DEN,DENDFW
1779,2011,4,651,1918,196.18,DFW,DEN,DENDFW
1780,2012,1,651,1825,194.46,DFW,DEN,DENDFW
1781,2012,2,651,1998,176.42,DFW,DEN,DENDFW
1782,2012,3,651,2212,154.44,DFW,DEN,DENDFW
1783,2012,4,651,2129,149.81,DFW,DEN,DENDFW
1784,2013,1,651,2288,152.27,DFW,DEN,DENDFW
1785,2011,3,986,835,255.07,DFW,DTW,DTWDFW
1786,2011,4,986,856,258.64,DFW,DTW,DTWDFW
1787,2012,1,986,721,283.41,DFW,DTW,DTWDFW
1788,2012,2,986,812,295.52,DFW,DTW,DTWDFW
1789,2012,3,986,1016,251.51,DFW,DTW,DTWDFW
1790,2012,4,986,990,232.5,DFW,DTW,DTWDFW
1791,2013,1,986,950,213.22,DFW,DTW,DTWDFW
1792,2011,3,247,3150,156.04,DFW,IAH,IAHDFW
1793,2011,4,247,3157,164.9,DFW,IAH,IAHDFW
1794,2012,1,247,3333,153.27,DFW,IAH,IAHDFW
1795,2012,2,247,3450,152.49,DFW,IAH,IAHDFW
1796,2012,3,247,3051,155.98,DFW,IAH,IAHDFW
1797,2012,4,247,3109,154.68,DFW,IAH,IAHDFW
1798,2013,1,247,3147,157.66,DFW,IAH,IAHDFW
1799,2011,3,1067,2516,163.56,DFW,LAS,LASDFW
1800,2011,4,1067,2273,180.95,DFW,LAS,LASDFW
1801,2012,1,1067,2190,188.48,DFW,LAS,LASDFW
1802,2012,2,1067,2132,199.76,DFW,LAS,LASDFW
1803,2012,3,1067,2071,182.86,DFW,LAS,LASDFW
1804,2012,4,1067,2140,180.52,DFW,LAS,LASDFW
1805,2013,1,1067,2099,193.15,DFW,LAS,LASDFW
1806,2011,3,1246,4408,207.79,DFW,LAX,LAXDFW
1807,2011,4,1246,4503,206.72,DFW,LAX,LAXDFW
1808,2012,1,1246,3887,205.52,DFW,LAX,LAXDFW
1809,2012,2,1246,4243,239.14,DFW,LAX,LAXDFW
1810,2012,3,1246,4198,225.24,DFW,LAX,LAXDFW
1811,2012,4,1246,3963,230.1,DFW,LAX,LAXDFW
1812,2013,1,1246,3590,241.83,DFW,LAX,LAXDFW
1813,2011,3,1121,1571,175.48,DFW,MIA,MIADFW
1814,2011,4,1121,1641,189.21,DFW,MIA,MIADFW
1815,2012,1,1121,1559,217.93,DFW,MIA,MIADFW
1816,2012,2,1121,1587,228.41,DFW,MIA,MIADFW
1817,2012,3,1121,1481,191.67,DFW,MIA,MIADFW
1818,2012,4,1121,1486,207.51,DFW,MIA,MIADFW
1819,2013,1,1121,1524,226.65,DFW,MIA,MIADFW
1820,2011,3,853,1111,211.85,DFW,MSP,MSPDFW
1821,2011,4,853,921,252.21,DFW,MSP,MSPDFW
1822,2012,1,853,816,282.85,DFW,MSP,MSPDFW
1823,2012,2,853,1033,262.92,DFW,MSP,MSPDFW
1824,2012,3,853,1042,241.48,DFW,MSP,MSPDFW
1825,2012,4,853,990,223.08,DFW,MSP,MSPDFW
1826,2013,1,853,934,221.94,DFW,MSP,MSPDFW
1827,2011,3,1428,3496,334.15,DFW,JFK,JFKDFW
1828,2011,3,1428,3496,334.15,DFW,LGA,LGADFW
1829,2011,3,1428,3496,334.15,DFW,EWR,EWRDFW
1830,2011,4,1428,3484,362.68,DFW,JFK,JFKDFW
1831,2011,4,1428,3484,362.68,DFW,LGA,LGADFW
1832,2011,4,1428,3484,362.68,DFW,EWR,EWRDFW
1833,2012,1,1428,2857,401.68,DFW,JFK,JFKDFW
1834,2012,1,1428,2857,401.68,DFW,LGA,LGADFW
1835,2012,1,1428,2857,401.68,DFW,EWR,EWRDFW
1836,2012,2,1428,3731,358.19,DFW,JFK,JFKDFW
1837,2012,2,1428,3731,358.19,DFW,LGA,LGADFW
1838,2012,2,1428,3731,358.19,DFW,EWR,EWRDFW
1839,2012,3,1428,3498,335.85,DFW,JFK,JFKDFW
1840,2012,3,1428,3498,335.85,DFW,LGA,LGADFW
1841,2012,3,1428,3498,335.85,DFW,EWR,EWRDFW
1842,2012,4,1428,3751,309.85,DFW,JFK,JFKDFW
1843,2012,4,1428,3751,309.85,DFW,LGA,LGADFW
1844,2012,4,1428,3751,309.85,DFW,EWR,EWRDFW
1845,2013,1,1428,3395,315.71,DFW,JFK,JFKDFW
1846,2013,1,1428,3395,315.71,DFW,LGA,LGADFW
1847,2013,1,1428,3395,315.71,DFW,EWR,EWRDFW
1848,2011,3,985,1718,171.14,DFW,MCO,MCODFW
1849,2011,4,985,1536,201.71,DFW,MCO,MCODFW
1850,2012,1,985,1455,228.78,DFW,MCO,MCODFW
1851,2012,2,985,1631,214.86,DFW,MCO,MCODFW
1852,2012,3,985,1382,201.51,DFW,MCO,MCODFW
1853,2012,4,985,1452,213.51,DFW,MCO,MCODFW
1854,2013,1,985,1552,215.98,DFW,MCO,MCODFW
1855,2011,3,1303,1154,252.41,DFW,PHL,PHLDFW
1856,2011,4,1303,1163,268.04,DFW,PHL,PHLDFW
1857,2012,1,1303,1014,280.74,DFW,PHL,PHLDFW
1858,2012,2,1303,1194,283.28,DFW,PHL,PHLDFW
1859,2012,3,1303,1183,256.41,DFW,PHL,PHLDFW
1860,2012,4,1303,1264,237.84,DFW,PHL,PHLDFW
1861,2013,1,1303,1078,268.18,DFW,PHL,PHLDFW
1862,2011,3,879,1163,214.81,DFW,PHX,PHXDFW
1863,2011,4,879,1390,221.09,DFW,PHX,PHXDFW
1864,2012,1,879,1482,220.53,DFW,PHX,PHXDFW
1865,2012,2,879,1435,205.66,DFW,PHX,PHXDFW
1866,2012,3,879,1184,208.24,DFW,PHX,PHXDFW
1867,2012,4,879,1451,213.99,DFW,PHX,PHXDFW
1868,2013,1,879,1451,216.42,DFW,PHX,PHXDFW
1869,2011,3,1476,2751,210.75,DFW,SFO,SFODFW
1870,2011,4,1476,2701,205.5,DFW,SFO,SFODFW
1871,2012,1,1476,2307,207.28,DFW,SFO,SFODFW
1872,2012,2,1476,2598,247.83,DFW,SFO,SFODFW
1873,2012,3,1476,2574,236.22,DFW,SFO,SFODFW
1874,2012,4,1476,2408,243.84,DFW,SFO,SFODFW
1875,2013,1,1476,2092,246.49,DFW,SFO,SFODFW
1876,2011,3,1670,1392,249.4,DFW,SEA,SEADFW
1877,2011,4,1670,1097,240.73,DFW,SEA,SEADFW
1878,2012,1,1670,916,250.03,DFW,SEA,SEADFW
1879,2012,2,1670,1221,260.99,DFW,SEA,SEADFW
1880,2012,3,1670,1359,260.93,DFW,SEA,SEADFW
1881,2012,4,1670,1082,249.84,DFW,SEA,SEADFW
1882,2013,1,1670,1028,242.32,DFW,SEA,SEADFW
1883,2011,3,1123,1123,183.15,DEN,DTW,DTWDEN
1884,2011,4,1123,943,197.55,DEN,DTW,DTWDEN
1885,2012,1,1123,747,187.7,DEN,DTW,DTWDEN
1886,2012,2,1123,889,194.53,DEN,DTW,DTWDEN
1887,2012,3,1123,1027,193.85,DEN,DTW,DTWDEN
1888,2012,4,1123,932,197.82,DEN,DTW,DTWDEN
1889,2013,1,1123,844,177.65,DEN,DTW,DTWDEN
1890,2011,3,883,2077,177.18,DEN,IAH,IAHDEN
1891,2011,4,883,1985,181.6,DEN,IAH,IAHDEN
1892,2012,1,883,1817,194.13,DEN,IAH,IAHDEN
1893,2012,2,883,1849,204.26,DEN,IAH,IAHDEN
1894,2012,3,883,1951,215.06,DEN,IAH,IAHDEN
1895,2012,4,883,1859,214.82,DEN,IAH,IAHDEN
1896,2013,1,883,1991,216.53,DEN,IAH,IAHDEN
1897,2011,3,628,2458,121.42,DEN,LAS,LASDEN
1898,2011,4,628,2362,130.42,DEN,LAS,LASDEN
1899,2012,1,628,2364,137.04,DEN,LAS,LASDEN
1900,2012,2,628,2402,134.37,DEN,LAS,LASDEN
1901,2012,3,628,2286,123.86,DEN,LAS,LASDEN
1902,2012,4,628,2378,125.45,DEN,LAS,LASDEN
1903,2013,1,628,2587,128.67,DEN,LAS,LASDEN
1904,2011,3,862,4774,158.71,DEN,LAX,LAXDEN
1905,2011,4,862,4646,161.52,DEN,LAX,LAXDEN
1906,2012,1,862,4055,154.21,DEN,LAX,LAXDEN
1907,2012,2,862,4611,163.93,DEN,LAX,LAXDEN
1908,2012,3,862,4718,165.58,DEN,LAX,LAXDEN
1909,2012,4,862,4379,172.05,DEN,LAX,LAXDEN
1910,2013,1,862,4034,169.86,DEN,LAX,LAXDEN
1911,2011,3,1709,909,208.62,DEN,MIA,MIADEN
1912,2011,4,1709,1130,222.61,DEN,MIA,MIADEN
1913,2012,1,1709,1332,220.38,DEN,MIA,MIADEN
1914,2012,2,1709,1148,204.76,DEN,MIA,MIADEN
1915,2012,3,1709,972,189.46,DEN,MIA,MIADEN
1916,2012,4,1709,1279,203.88,DEN,MIA,MIADEN
1917,2013,1,1709,1480,216.61,DEN,MIA,MIADEN
1918,2011,3,680,2114,138.75,DEN,MSP,MSPDEN
1919,2011,4,680,1778,148.73,DEN,MSP,MSPDEN
1920,2012,1,680,1467,141.84,DEN,MSP,MSPDEN
1921,2012,2,680,1825,143.49,DEN,MSP,MSPDEN
1922,2012,3,680,2105,143.71,DEN,MSP,MSPDEN
1923,2012,4,680,1756,139.6,DEN,MSP,MSPDEN
1924,2013,1,680,1673,139.18,DEN,MSP,MSPDEN
1925,2011,3,1659,3267,256.25,DEN,JFK,JFKDEN
1926,2011,3,1659,3267,256.25,DEN,LGA,LGADEN
1927,2011,3,1659,3267,256.25,DEN,EWR,EWRDEN
1928,2011,4,1659,2851,234.97,DEN,JFK,JFKDEN
1929,2011,4,1659,2851,234.97,DEN,LGA,LGADEN
1930,2011,4,1659,2851,234.97,DEN,EWR,EWRDEN
1931,2012,1,1659,2514,219.56,DEN,JFK,JFKDEN
1932,2012,1,1659,2514,219.56,DEN,LGA,LGADEN
1933,2012,1,1659,2514,219.56,DEN,EWR,EWRDEN
1934,2012,2,1659,3138,220.29,DEN,JFK,JFKDEN
1935,2012,2,1659,3138,220.29,DEN,LGA,LGADEN
1936,2012,2,1659,3138,220.29,DEN,EWR,EWRDEN
1937,2012,3,1659,3690,210.77,DEN,JFK,JFKDEN
1938,2012,3,1659,3690,210.77,DEN,LGA,LGADEN
1939,2012,3,1659,3690,210.77,DEN,EWR,EWRDEN
1940,2012,4,1659,3143,213.06,DEN,JFK,JFKDEN
1941,2012,4,1659,3143,213.06,DEN,LGA,LGADEN
1942,2012,4,1659,3143,213.06,DEN,EWR,EWRDEN
1943,2013,1,1659,3059,211.38,DEN,JFK,JFKDEN
1944,2013,1,1659,3059,211.38,DEN,LGA,LGADEN
1945,2013,1,1659,3059,211.38,DEN,EWR,EWRDEN
1946,2011,3,1546,1020,205.83,DEN,MCO,MCODEN
1947,2011,4,1546,1202,214.75,DEN,MCO,MCODEN
1948,2012,1,1546,1285,221.22,DEN,MCO,MCODEN
1949,2012,2,1546,1226,222.07,DEN,MCO,MCODEN
1950,2012,3,1546,1063,196.35,DEN,MCO,MCODEN
1951,2012,4,1546,1384,201.23,DEN,MCO,MCODEN
1952,2013,1,1546,1446,215.72,DEN,MCO,MCODEN
1953,2011,3,1558,1213,238.07,DEN,PHL,PHLDEN
1954,2011,4,1558,1048,215.43,DEN,PHL,PHLDEN
1955,2012,1,1558,864,218.11,DEN,PHL,PHLDEN
1956,2012,2,1558,1036,234.04,DEN,PHL,PHLDEN
1957,2012,3,1558,1236,221.06,DEN,PHL,PHLDEN
1958,2012,4,1558,1078,209.31,DEN,PHL,PHLDEN
1959,2013,1,1558,919,227.4,DEN,PHL,PHLDEN
1960,2011,3,602,2415,118.34,DEN,PHX,PHXDEN
1961,2011,4,602,2833,132.55,DEN,PHX,PHXDEN
1962,2012,1,602,3002,137.49,DEN,PHX,PHXDEN
1963,2012,2,602,2442,145.74,DEN,PHX,PHXDEN
1964,2012,3,602,2024,143.37,DEN,PHX,PHXDEN
1965,2012,4,602,2520,138.73,DEN,PHX,PHXDEN
1966,2013,1,602,3186,122.36,DEN,PHX,PHXDEN
1967,2011,3,967,3422,186.0,DEN,SFO,SFODEN
1968,2011,4,967,3172,180.97,DEN,SFO,SFODEN
1969,2012,1,967,2681,182.97,DEN,SFO,SFODEN
1970,2012,2,967,3177,198.13,DEN,SFO,SFODEN
1971,2012,3,967,3460,194.61,DEN,SFO,SFODEN
1972,2012,4,967,3238,198.27,DEN,SFO,SFODEN
1973,2013,1,967,2894,195.27,DEN,SFO,SFODEN
1974,2011,3,1024,2191,179.31,DEN,SEA,SEADEN
1975,2011,4,1024,1609,165.17,DEN,SEA,SEADEN
1976,2012,1,1024,1304,160.34,DEN,SEA,SEADEN
1977,2012,2,1024,1659,181.86,DEN,SEA,SEADEN
1978,2012,3,1024,1981,177.26,DEN,SEA,SEADEN
1979,2012,4,1024,1659,167.35,DEN,SEA,SEADEN
1980,2013,1,1024,1408,165.36,DEN,SEA,SEADEN
1981,2011,3,1092,605,274.46,DTW,IAH,IAHDTW
1982,2011,4,1092,565,294.43,DTW,IAH,IAHDTW
1983,2012,1,1092,470,313.29,DTW,IAH,IAHDTW
1984,2012,2,1092,591,296.11,DTW,IAH,IAHDTW
1985,2012,3,1092,573,305.53,DTW,IAH,IAHDTW
1986,2012,4,1092,582,307.09,DTW,IAH,IAHDTW
1987,2013,1,1092,502,318.25,DTW,IAH,IAHDTW
1988,2011,3,1749,1929,184.92,DTW,LAS,LASDTW
1989,2011,4,1749,1817,190.29,DTW,LAS,LASDTW
1990,2012,1,1749,1745,191.52,DTW,LAS,LASDTW
1991,2012,2,1749,1886,212.66,DTW,LAS,LASDTW
1992,2012,3,1749,1821,192.45,DTW,LAS,LASDTW
1993,2012,4,1749,1849,188.04,DTW,LAS,LASDTW
1994,2013,1,1749,1808,191.81,DTW,LAS,LASDTW
1995,2011,3,1979,1976,246.19,DTW,LAX,LAXDTW
1996,2011,4,1979,1635,275.24,DTW,LAX,LAXDTW
1997,2012,1,1979,1268,290.31,DTW,LAX,LAXDTW
1998,2012,2,1979,1657,281.04,DTW,LAX,LAXDTW
1999,2012,3,1979,1819,261.58,DTW,LAX,LAXDTW
2000,2012,4,1979,1701,281.98,DTW,LAX,LAXDTW
2001,2013,1,1979,1443,287.85,DTW,LAX,LAXDTW
2002,2011,3,1145,1441,128.16,DTW,MIA,MIADTW
2003,2011,4,1145,1926,157.6,DTW,MIA,MIADTW
2004,2012,1,1145,2400,178.29,DTW,MIA,MIADTW
2005,2012,2,1145,1793,166.64,DTW,MIA,MIADTW
2006,2012,3,1145,1266,142.63,DTW,MIA,MIADTW
2007,2012,4,1145,1908,170.29,DTW,MIA,MIADTW
2008,2013,1,1145,2420,192.24,DTW,MIA,MIADTW
2009,2011,3,528,547,309.85,DTW,MSP,MSPDTW
2010,2011,4,528,562,278.17,DTW,MSP,MSPDTW
2011,2012,1,528,467,296.09,DTW,MSP,MSPDTW
2012,2012,2,528,557,302.21,DTW,MSP,MSPDTW
2013,2012,3,528,527,309.24,DTW,MSP,MSPDTW
2014,2012,4,528,476,316.16,DTW,MSP,MSPDTW
2015,2013,1,528,397,334.11,DTW,MSP,MSPDTW
2016,2011,3,540,2764,200.93,DTW,JFK,JFKDTW
2017,2011,3,540,2764,200.93,DTW,LGA,LGADTW
2018,2011,3,540,2764,200.93,DTW,EWR,EWRDTW
2019,2011,4,540,2738,205.36,DTW,JFK,JFKDTW
2020,2011,4,540,2738,205.36,DTW,LGA,LGADTW
2021,2011,4,540,2738,205.36,DTW,EWR,EWRDTW
2022,2012,1,540,2038,223.05,DTW,JFK,JFKDTW
2023,2012,1,540,2038,223.05,DTW,LGA,LGADTW
2024,2012,1,540,2038,223.05,DTW,EWR,EWRDTW
2025,2012,2,540,2653,225.09,DTW,JFK,JFKDTW
2026,2012,2,540,2653,225.09,DTW,LGA,LGADTW
2027,2012,2,540,2653,225.09,DTW,EWR,EWRDTW
2028,2012,3,540,2706,212.4,DTW,JFK,JFKDTW
2029,2012,3,540,2706,212.4,DTW,LGA,LGADTW
2030,2012,3,540,2706,212.4,DTW,EWR,EWRDTW
2031,2012,4,540,2669,224.18,DTW,JFK,JFKDTW
2032,2012,4,540,2669,224.18,DTW,LGA,LGADTW
2033,2012,4,540,2669,224.18,DTW,EWR,EWRDTW
2034,2013,1,540,2027,237.4,DTW,JFK,JFKDTW
2035,2013,1,540,2027,237.4,DTW,LGA,LGADTW
2036,2013,1,540,2027,237.4,DTW,EWR,EWRDTW
2037,2011,3,957,1991,117.87,DTW,MCO,MCODTW
2038,2011,4,957,2160,139.18,DTW,MCO,MCODTW
2039,2012,1,957,2505,164.08,DTW,MCO,MCODTW
2040,2012,2,957,2207,156.41,DTW,MCO,MCODTW
2041,2012,3,957,1690,132.87,DTW,MCO,MCODTW
2042,2012,4,957,1924,154.56,DTW,MCO,MCODTW
2043,2013,1,957,2326,179.94,DTW,MCO,MCODTW
2044,2011,3,453,546,281.99,DTW,PHL,PHLDTW
2045,2011,4,453,559,276.17,DTW,PHL,PHLDTW
2046,2012,1,453,445,320.73,DTW,PHL,PHLDTW
2047,2012,2,453,522,312.1,DTW,PHL,PHLDTW
2048,2012,3,453,495,295.64,DTW,PHL,PHLDTW
2049,2012,4,453,533,299.83,DTW,PHL,PHLDTW
2050,2013,1,453,422,308.51,DTW,PHL,PHLDTW
2051,2011,3,1671,1021,195.5,DTW,PHX,PHXDTW
2052,2011,4,1671,1182,205.24,DTW,PHX,PHXDTW
2053,2012,1,1671,1127,226.93,DTW,PHX,PHXDTW
2054,2012,2,1671,1052,232.62,DTW,PHX,PHXDTW
2055,2012,3,1671,864,233.74,DTW,PHX,PHXDTW
2056,2012,4,1671,997,251.63,DTW,PHX,PHXDTW
2057,2013,1,1671,1028,252.77,DTW,PHX,PHXDTW
2058,2011,3,2079,1125,290.55,DTW,SFO,SFODTW
2059,2011,4,2079,968,293.32,DTW,SFO,SFODTW
2060,2012,1,2079,726,312.75,DTW,SFO,SFODTW
2061,2012,2,2079,979,318.31,DTW,SFO,SFODTW
2062,2012,3,2079,1172,299.61,DTW,SFO,SFODTW
2063,2012,4,2079,1054,319.28,DTW,SFO,SFODTW
2064,2013,1,2079,722,322.38,DTW,SFO,SFODTW
2065,2011,3,1927,677,303.42,DTW,SEA,SEADTW
2066,2011,4,1927,458,297.23,DTW,SEA,SEADTW
2067,2012,1,1927,323,316.89,DTW,SEA,SEADTW
2068,2012,2,1927,501,321.12,DTW,SEA,SEADTW
2069,2012,3,1927,648,306.14,DTW,SEA,SEADTW
2070,2012,4,1927,505,317.48,DTW,SEA,SEADTW
2071,2013,1,1927,319,326.63,DTW,SEA,SEADTW
2072,2011,3,1235,1750,204.11,IAH,LAS,LASIAH
2073,2011,4,1235,1696,213.36,IAH,LAS,LASIAH
2074,2012,1,1235,1407,228.99,IAH,LAS,LASIAH
2075,2012,2,1235,1488,248.23,IAH,LAS,LASIAH
2076,2012,3,1235,1380,253.21,IAH,LAS,LASIAH
2077,2012,4,1235,1601,241.13,IAH,LAS,LASIAH
2078,2013,1,1235,1585,227.87,IAH,LAS,LASIAH
2079,2011,3,1390,2621,254.28,IAH,LAX,LAXIAH
2080,2011,4,1390,2695,272.36,IAH,LAX,LAXIAH
2081,2012,1,1390,2166,262.85,IAH,LAX,LAXIAH
2082,2012,2,1390,2525,284.42,IAH,LAX,LAXIAH
2083,2012,3,1390,2514,285.48,IAH,LAX,LAXIAH
2084,2012,4,1390,2571,293.8,IAH,LAX,LAXIAH
2085,2013,1,1390,2370,292.81,IAH,LAX,LAXIAH
2086,2011,3,965,959,235.73,IAH,MIA,MIAIAH
2087,2011,4,965,1098,231.95,IAH,MIA,MIAIAH
2088,2012,1,965,990,252.62,IAH,MIA,MIAIAH
2089,2012,2,965,1186,240.89,IAH,MIA,MIAIAH
2090,2012,3,965,998,239.64,IAH,MIA,MIAIAH
2091,2012,4,965,1134,246.53,IAH,MIA,MIAIAH
2092,2013,1,965,1065,264.15,IAH,MIA,MIAIAH
2093,2011,3,1057,582,267.66,IAH,MSP,MSPIAH
2094,2011,4,1057,471,297.66,IAH,MSP,MSPIAH
2095,2012,1,1057,425,326.55,IAH,MSP,MSPIAH
2096,2012,2,1057,487,354.53,IAH,MSP,MSPIAH
2097,2012,3,1057,474,338.86,IAH,MSP,MSPIAH
2098,2012,4,1057,486,332.07,IAH,MSP,MSPIAH
2099,2013,1,1057,441,361.32,IAH,MSP,MSPIAH
2100,2011,3,1465,3052,296.38,IAH,JFK,JFKIAH
2101,2011,3,1465,3052,296.38,IAH,LGA,LGAIAH
2102,2011,3,1465,3052,296.38,IAH,EWR,EWRIAH
2103,2011,4,1465,3123,295.78,IAH,JFK,JFKIAH
2104,2011,4,1465,3123,295.78,IAH,LGA,LGAIAH
2105,2011,4,1465,3123,295.78,IAH,EWR,EWRIAH
2106,2012,1,1465,2484,303.49,IAH,JFK,JFKIAH
2107,2012,1,1465,2484,303.49,IAH,LGA,LGAIAH
2108,2012,1,1465,2484,303.49,IAH,EWR,EWRIAH
2109,2012,2,1465,3327,295.87,IAH,JFK,JFKIAH
2110,2012,2,1465,3327,295.87,IAH,LGA,LGAIAH
2111,2012,2,1465,3327,295.87,IAH,EWR,EWRIAH
2112,2012,3,1465,3097,292.34,IAH,JFK,JFKIAH
2113,2012,3,1465,3097,292.34,IAH,LGA,LGAIAH
2114,2012,3,1465,3097,292.34,IAH,EWR,EWRIAH
2115,2012,4,1465,3352,318.96,IAH,JFK,JFKIAH
2116,2012,4,1465,3352,318.96,IAH,LGA,LGAIAH
2117,2012,4,1465,3352,318.96,IAH,EWR,EWRIAH
2118,2013,1,1465,2829,321.66,IAH,JFK,JFKIAH
2119,2013,1,1465,2829,321.66,IAH,LGA,LGAIAH
2120,2013,1,1465,2829,321.66,IAH,EWR,EWRIAH
2121,2011,3,854,955,229.3,IAH,MCO,MCOIAH
2122,2011,4,854,1089,220.01,IAH,MCO,MCOIAH
2123,2012,1,854,965,234.42,IAH,MCO,MCOIAH
2124,2012,2,854,1146,225.59,IAH,MCO,MCOIAH
2125,2012,3,854,1009,220.06,IAH,MCO,MCOIAH
2126,2012,4,854,1097,232.62,IAH,MCO,MCOIAH
2127,2013,1,854,1127,237.16,IAH,MCO,MCOIAH
2128,2011,3,1336,925,246.64,IAH,PHL,PHLIAH
2129,2011,4,1336,983,233.7,IAH,PHL,PHLIAH
2130,2012,1,1336,744,246.75,IAH,PHL,PHLIAH
2131,2012,2,1336,1013,248.78,IAH,PHL,PHLIAH
2132,2012,3,1336,1047,231.76,IAH,PHL,PHLIAH
2133,2012,4,1336,1153,215.14,IAH,PHL,PHLIAH
2134,2013,1,1336,924,240.48,IAH,PHL,PHLIAH
2135,2011,3,1020,751,216.77,IAH,PHX,PHXIAH
2136,2011,4,1020,909,216.22,IAH,PHX,PHXIAH
2137,2012,1,1020,835,236.64,IAH,PHX,PHXIAH
2138,2012,2,1020,824,256.24,IAH,PHX,PHXIAH
2139,2012,3,1020,667,257.02,IAH,PHX,PHXIAH
2140,2012,4,1020,882,260.23,IAH,PHX,PHXIAH
2141,2013,1,1020,876,263.54,IAH,PHX,PHXIAH
2142,2011,3,1649,1639,297.12,IAH,SFO,SFOIAH
2143,2011,4,1649,1558,287.92,IAH,SFO,SFOIAH
2144,2012,1,1649,1201,319.23,IAH,SFO,SFOIAH
2145,2012,2,1649,1579,312.06,IAH,SFO,SFOIAH
2146,2012,3,1649,1710,308.61,IAH,SFO,SFOIAH
2147,2012,4,1649,1723,309.54,IAH,SFO,SFOIAH
2148,2013,1,1649,1482,327.75,IAH,SFO,SFOIAH
2149,2011,3,1894,1021,232.21,IAH,SEA,SEAIAH
2150,2011,4,1894,783,221.32,IAH,SEA,SEAIAH
2151,2012,1,1894,622,232.64,IAH,SEA,SEAIAH
2152,2012,2,1894,917,262.94,IAH,SEA,SEAIAH
2153,2012,3,1894,933,280.18,IAH,SEA,SEAIAH
2154,2012,4,1894,700,282.03,IAH,SEA,SEAIAH
2155,2013,1,1894,620,277.96,IAH,SEA,SEAIAH
2156,2011,3,236,6474,115.0,LAS,LAX,LAXLAS
2157,2011,4,236,5733,119.58,LAS,LAX,LAXLAS
2158,2012,1,236,5644,123.99,LAS,LAX,LAXLAS
2159,2012,2,236,5931,123.33,LAS,LAX,LAXLAS
2160,2012,3,236,6168,116.65,LAS,LAX,LAXLAS
2161,2012,4,236,5682,116.15,LAS,LAX,LAXLAS
2162,2013,1,236,5903,124.71,LAS,LAX,LAXLAS
2163,2011,3,2174,1235,241.89,LAS,MIA,MIALAS
2164,2011,4,2174,1070,275.71,LAS,MIA,MIALAS
2165,2012,1,2174,1151,273.57,LAS,MIA,MIALAS
2166,2012,2,2174,1207,258.07,LAS,MIA,MIALAS
2167,2012,3,2174,1159,243.45,LAS,MIA,MIALAS
2168,2012,4,2174,1174,248.43,LAS,MIA,MIALAS
2169,2013,1,2174,1312,256.39,LAS,MIA,MIALAS
2170,2011,3,1299,1149,195.85,LAS,MSP,MSPLAS
2171,2011,4,1299,1325,202.2,LAS,MSP,MSPLAS
2172,2012,1,1299,1675,207.48,LAS,MSP,MSPLAS
2173,2012,2,1299,1495,196.63,LAS,MSP,MSPLAS
2174,2012,3,1299,1275,185.62,LAS,MSP,MSPLAS
2175,2012,4,1299,1459,190.02,LAS,MSP,MSPLAS
2176,2013,1,1299,1794,203.14,LAS,MSP,MSPLAS
2177,2011,3,2282,4447,277.35,LAS,JFK,JFKLAS
2178,2011,3,2282,4447,277.35,LAS,LGA,LGALAS
2179,2011,3,2282,4447,277.35,LAS,EWR,EWRLAS
2180,2011,4,2282,3469,269.17,LAS,JFK,JFKLAS
2181,2011,4,2282,3469,269.17,LAS,LGA,LGALAS
2182,2011,4,2282,3469,269.17,LAS,EWR,EWRLAS
2183,2012,1,2282,3524,274.08,LAS,JFK,JFKLAS
2184,2012,1,2282,3524,274.08,LAS,LGA,LGALAS
2185,2012,1,2282,3524,274.08,LAS,EWR,EWRLAS
2186,2012,2,2282,4376,299.12,LAS,JFK,JFKLAS
2187,2012,2,2282,4376,299.12,LAS,LGA,LGALAS
2188,2012,2,2282,4376,299.12,LAS,EWR,EWRLAS
2189,2012,3,2282,4067,285.5,LAS,JFK,JFKLAS
2190,2012,3,2282,4067,285.5,LAS,LGA,LGALAS
2191,2012,3,2282,4067,285.5,LAS,EWR,EWRLAS
2192,2012,4,2282,3157,287.55,LAS,JFK,JFKLAS
2193,2012,4,2282,3157,287.55,LAS,LGA,LGALAS
2194,2012,4,2282,3157,287.55,LAS,EWR,EWRLAS
2195,2013,1,2282,3399,314.52,LAS,JFK,JFKLAS
2196,2013,1,2282,3399,314.52,LAS,LGA,LGALAS
2197,2013,1,2282,3399,314.52,LAS,EWR,EWRLAS
2198,2011,3,2039,727,247.08,LAS,MCO,MCOLAS
2199,2011,4,2039,726,237.33,LAS,MCO,MCOLAS
2200,2012,1,2039,743,239.58,LAS,MCO,MCOLAS
2201,2012,2,2039,787,258.83,LAS,MCO,MCOLAS
2202,2012,3,2039,707,248.4,LAS,MCO,MCOLAS
