,Year,quarter,Departure,Arrival,miles_distance,daily_passengers,average_fare,DEP,ARR
538,2012,1,"Chicago, IL","Phoenix, AZ",1444,2536,234.43,ORD,PHX
539,2012,2,"Chicago, IL","Phoenix, AZ",1444,2334,233.79,ORD,PHX
540,2012,3,"Chicago, IL","Phoenix, AZ",1444,1989,223.87,ORD,PHX
541,2012,4,"Chicago, IL","Phoenix, AZ",1444,2568,217.01,ORD,PHX
542,2013,1,"Chicago, IL","Phoenix, AZ",1444,2861,220.79,ORD,PHX
543,2013,2,"Chicago, IL","Phoenix, AZ",1444,2537,229.01,ORD,PHX
544,2011,3,"Chicago, IL","San Francisco, CA (Metropolitan Area)",1855,4548,250.61,ORD,SFO
545,2011,4,"Chicago, IL","San Francisco, CA (Metropolitan Area)",1855,4068,228.1,ORD,SFO
546,2012,1,"Chicago, IL","San Francisco, CA (Metropolitan Area)",1855,3391,216.75,ORD,SFO
547,2012,2,"Chicago, IL","San Francisco, CA (Metropolitan Area)",1855,4179,268.99,ORD,SFO
548,2012,3,"Chicago, IL","San Francisco, CA (Metropolitan Area)",1855,4347,275.59,ORD,SFO
549,2012,4,"Chicago, IL","San Francisco, CA (Metropolitan Area)",1855,3893,279.56,ORD,SFO
550,2013,1,"Chicago, IL","San Francisco, CA (Metropolitan Area)",1855,3150,266.38,ORD,SFO
551,2013,2,"Chicago, IL","San Francisco, CA (Metropolitan Area)",1855,4490,275.63,ORD,SFO
552,2011,3,"Chicago, IL","Seattle, WA",1733,1941,260.53,ORD,SEA
553,2011,4,"Chicago, IL","Seattle, WA",1733,1515,220.99,ORD,SEA
554,2012,1,"Chicago, IL","Seattle, WA",1733,1151,226.06,ORD,SEA
555,2012,2,"Chicago, IL","Seattle, WA",1733,1695,257.2,ORD,SEA
556,2012,3,"Chicago, IL","Seattle, WA",1733,1907,266.94,ORD,SEA
557,2012,4,"Chicago, IL","Seattle, WA",1733,1547,253.85,ORD,SEA
558,2013,1,"Chicago, IL","Seattle, WA",1733,1155,243.23,ORD,SEA
559,2013,2,"Chicago, IL","Seattle, WA",1733,1832,258.37,ORD,SEA
560,2011,3,"Dallas/Fort Worth, TX","Denver, CO",651,2165,172.85,DFW,DEN
561,2011,4,"Dallas/Fort Worth, TX","Denver, CO",651,1918,196.18,DFW,DEN
562,2012,1,"Dallas/Fort Worth, TX","Denver, CO",651,1825,194.46,DFW,DEN
563,2012,2,"Dallas/Fort Worth, TX","Denver, CO",651,1998,176.42,DFW,DEN
564,2012,3,"Dallas/Fort Worth, TX","Denver, CO",651,2212,154.44,DFW,DEN
565,2012,4,"Dallas/Fort Worth, TX","Denver, CO",651,2129,149.81,DFW,DEN
566,2013,1,"Dallas/Fort Worth, TX","Denver, CO",651,2288,152.27,DFW,DEN
567,2013,2,"Dallas/Fort Worth, TX","Denver, CO",651,2249,150.49,DFW,DEN
568,2011,3,"Dallas/Fort Worth, TX","Detroit, MI",986,835,255.07,DFW,DTW
569,2011,4,"Dallas/Fort Worth, TX","Detroit, MI",986,856,258.64,DFW,DTW
570,2012,1,"Dallas/Fort Worth, TX","Detroit, MI",986,721,283.41,DFW,DTW
571,2012,2,"Dallas/Fort Worth, TX","Detroit, MI",986,812,295.52,DFW,DTW
572,2012,3,"Dallas/Fort Worth, TX","Detroit, MI",986,1016,251.51,DFW,DTW
573,2012,4,"Dallas/Fort Worth, TX","Detroit, MI",986,990,232.5,DFW,DTW
574,2013,1,"Dallas/Fort Worth, TX","Detroit, MI",986,950,213.22,DFW,DTW
575,2013,2,"Dallas/Fort Worth, TX","Detroit, MI",986,1098,235.57,DFW,DTW
576,2011,3,"Dallas/Fort Worth, TX","Houston, TX",247,3150,156.04,DFW,IAH
577,2011,4,"Dallas/Fort Worth, TX","Houston, TX",247,3157,164.9,DFW,IAH
578,2012,1,"Dallas/Fort Worth, TX","Houston, TX",247,3333,153.27,DFW,IAH
579,2012,2,"Dallas/Fort Worth, TX","Houston, TX",247,3450,152.49,DFW,IAH
580,2012,3,"Dallas/Fort Worth, TX","Houston, TX",247,3051,155.98,DFW,IAH
581,2012,4,"Dallas/Fort Worth, TX","Houston, TX",247,3109,154.68,DFW,IAH
582,2013,1,"Dallas/Fort Worth, TX","Houston, TX",247,3147,157.66,DFW,IAH
583,2013,2,"Dallas/Fort Worth, TX","Houston, TX",247,3180,161.9,DFW,IAH
584,2011,3,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,2516,163.56,DFW,LAS
585,2011,4,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,2273,180.95,DFW,LAS
586,2012,1,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,2190,188.48,DFW,LAS
587,2012,2,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,2132,199.76,DFW,LAS
588,2012,3,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,2071,182.86,DFW,LAS
589,2012,4,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,2140,180.52,DFW,LAS
590,2013,1,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,2099,193.15,DFW,LAS
591,2013,2,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,2284,188.0,DFW,LAS
592,2011,3,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,4408,207.79,DFW,LAX
593,2011,4,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,4503,206.72,DFW,LAX
594,2012,1,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,3887,205.52,DFW,LAX
595,2012,2,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,4243,239.14,DFW,LAX
596,2012,3,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,4198,225.24,DFW,LAX
597,2012,4,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,3963,230.1,DFW,LAX
598,2013,1,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,3590,241.83,DFW,LAX
599,2013,2,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,4181,234.26,DFW,LAX
600,2011,3,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",1121,1571,175.48,DFW,MIA
601,2011,4,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",1121,1641,189.21,DFW,MIA
602,2012,1,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",1121,1559,217.93,DFW,MIA
603,2012,2,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",1121,1587,228.41,DFW,MIA
604,2012,3,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",1121,1481,191.67,DFW,MIA
605,2012,4,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",1121,1486,207.51,DFW,MIA
606,2013,1,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",1121,1524,226.65,DFW,MIA
607,2013,2,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",1121,1644,211.4,DFW,MIA
608,2011,3,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,1111,211.85,DFW,MSP
609,2011,4,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,921,252.21,DFW,MSP
610,2012,1,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,816,282.85,DFW,MSP
611,2012,2,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,1033,262.92,DFW,MSP
612,2012,3,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,1042,241.48,DFW,MSP
613,2012,4,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,990,223.08,DFW,MSP
614,2013,1,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,934,221.94,DFW,MSP
615,2013,2,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,1276,202.14,DFW,MSP
616,2011,3,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3496,334.15,DFW,JFK
617,2011,3,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3496,334.15,DFW,LGA
618,2011,3,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3496,334.15,DFW,EWR
619,2011,4,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3484,362.68,DFW,JFK
620,2011,4,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3484,362.68,DFW,LGA
621,2011,4,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3484,362.68,DFW,EWR
622,2012,1,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,2857,401.68,DFW,JFK
623,2012,1,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,2857,401.68,DFW,LGA
624,2012,1,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,2857,401.68,DFW,EWR
625,2012,2,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3731,358.19,DFW,JFK
626,2012,2,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3731,358.19,DFW,LGA
627,2012,2,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3731,358.19,DFW,EWR
628,2012,3,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3498,335.85,DFW,JFK
629,2012,3,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3498,335.85,DFW,LGA
630,2012,3,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3498,335.85,DFW,EWR
631,2012,4,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3751,309.85,DFW,JFK
632,2012,4,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3751,309.85,DFW,LGA
633,2012,4,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3751,309.85,DFW,EWR
634,2013,1,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3395,315.71,DFW,JFK
635,2013,1,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3395,315.71,DFW,LGA
636,2013,1,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3395,315.71,DFW,EWR
637,2013,2,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3939,319.99,DFW,JFK
638,2013,2,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3939,319.99,DFW,LGA
639,2013,2,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,3939,319.99,DFW,EWR
640,2011,3,"Dallas/Fort Worth, TX","Orlando, FL",985,1718,171.14,DFW,MCO
641,2011,4,"Dallas/Fort Worth, TX","Orlando, FL",985,1536,201.71,DFW,MCO
642,2012,1,"Dallas/Fort Worth, TX","Orlando, FL",985,1455,228.78,DFW,MCO
643,2012,2,"Dallas/Fort Worth, TX","Orlando, FL",985,1631,214.86,DFW,MCO
644,2012,3,"Dallas/Fort Worth, TX","Orlando, FL",985,1382,201.51,DFW,MCO
645,2012,4,"Dallas/Fort Worth, TX","Orlando, FL",985,1452,213.51,DFW,MCO
646,2013,1,"Dallas/Fort Worth, TX","Orlando, FL",985,1552,215.98,DFW,MCO
647,2013,2,"Dallas/Fort Worth, TX","Orlando, FL",985,1856,192.2,DFW,MCO
648,2011,3,"Dallas/Fort Worth, TX","Philadelphia, PA",1303,1154,252.41,DFW,PHL
649,2011,4,"Dallas/Fort Worth, TX","Philadelphia, PA",1303,1163,268.04,DFW,PHL
650,2012,1,"Dallas/Fort Worth, TX","Philadelphia, PA",1303,1014,280.74,DFW,PHL
651,2012,2,"Dallas/Fort Worth, TX","Philadelphia, PA",1303,1194,283.28,DFW,PHL
652,2012,3,"Dallas/Fort Worth, TX","Philadelphia, PA",1303,1183,256.41,DFW,PHL
653,2012,4,"Dallas/Fort Worth, TX","Philadelphia, PA",1303,1264,237.84,DFW,PHL
654,2013,1,"Dallas/Fort Worth, TX","Philadelphia, PA",1303,1078,268.18,DFW,PHL
655,2013,2,"Dallas/Fort Worth, TX","Philadelphia, PA",1303,1493,237.01,DFW,PHL
656,2011,3,"Dallas/Fort Worth, TX","Phoenix, AZ",879,1163,214.81,DFW,PHX
657,2011,4,"Dallas/Fort Worth, TX","Phoenix, AZ",879,1390,221.09,DFW,PHX
658,2012,1,"Dallas/Fort Worth, TX","Phoenix, AZ",879,1482,220.53,DFW,PHX
659,2012,2,"Dallas/Fort Worth, TX","Phoenix, AZ",879,1435,205.66,DFW,PHX
660,2012,3,"Dallas/Fort Worth, TX","Phoenix, AZ",879,1184,208.24,DFW,PHX
661,2012,4,"Dallas/Fort Worth, TX","Phoenix, AZ",879,1451,213.99,DFW,PHX
662,2013,1,"Dallas/Fort Worth, TX","Phoenix, AZ",879,1451,216.42,DFW,PHX
663,2013,2,"Dallas/Fort Worth, TX","Phoenix, AZ",879,1428,232.06,DFW,PHX
664,2011,3,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",1476,2751,210.75,DFW,SFO
665,2011,4,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",1476,2701,205.5,DFW,SFO
666,2012,1,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",1476,2307,207.28,DFW,SFO
667,2012,2,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",1476,2598,247.83,DFW,SFO
668,2012,3,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",1476,2574,236.22,DFW,SFO
669,2012,4,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",1476,2408,243.84,DFW,SFO
670,2013,1,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",1476,2092,246.49,DFW,SFO
671,2013,2,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",1476,2642,246.71,DFW,SFO
672,2011,3,"Dallas/Fort Worth, TX","Seattle, WA",1670,1392,249.4,DFW,SEA
673,2011,4,"Dallas/Fort Worth, TX","Seattle, WA",1670,1097,240.73,DFW,SEA
674,2012,1,"Dallas/Fort Worth, TX","Seattle, WA",1670,916,250.03,DFW,SEA
675,2012,2,"Dallas/Fort Worth, TX","Seattle, WA",1670,1221,260.99,DFW,SEA
676,2012,3,"Dallas/Fort Worth, TX","Seattle, WA",1670,1359,260.93,DFW,SEA
677,2012,4,"Dallas/Fort Worth, TX","Seattle, WA",1670,1082,249.84,DFW,SEA
678,2013,1,"Dallas/Fort Worth, TX","Seattle, WA",1670,1028,242.32,DFW,SEA
679,2013,2,"Dallas/Fort Worth, TX","Seattle, WA",1670,1310,249.3,DFW,SEA
680,2011,3,"Denver, CO","Detroit, MI",1123,1123,183.15,DEN,DTW
681,2011,4,"Denver, CO","Detroit, MI",1123,943,197.55,DEN,DTW
682,2012,1,"Denver, CO","Detroit, MI",1123,747,187.7,DEN,DTW
683,2012,2,"Denver, CO","Detroit, MI",1123,889,194.53,DEN,DTW
684,2012,3,"Denver, CO","Detroit, MI",1123,1027,193.85,DEN,DTW
685,2012,4,"Denver, CO","Detroit, MI",1123,932,197.82,DEN,DTW
686,2013,1,"Denver, CO","Detroit, MI",1123,844,177.65,DEN,DTW
687,2013,2,"Denver, CO","Detroit, MI",1123,1007,177.14,DEN,DTW
688,2011,3,"Denver, CO","Houston, TX",883,2077,177.18,DEN,IAH
689,2011,4,"Denver, CO","Houston, TX",883,1985,181.6,DEN,IAH
690,2012,1,"Denver, CO","Houston, TX",883,1817,194.13,DEN,IAH
691,2012,2,"Denver, CO","Houston, TX",883,1849,204.26,DEN,IAH
692,2012,3,"Denver, CO","Houston, TX",883,1951,215.06,DEN,IAH
693,2012,4,"Denver, CO","Houston, TX",883,1859,214.82,DEN,IAH
694,2013,1,"Denver, CO","Houston, TX",883,1991,216.53,DEN,IAH
695,2013,2,"Denver, CO","Houston, TX",883,2015,201.02,DEN,IAH
696,2011,3,"Denver, CO","Las Vegas, NV",628,2458,121.42,DEN,LAS
697,2011,4,"Denver, CO","Las Vegas, NV",628,2362,130.42,DEN,LAS
698,2012,1,"Denver, CO","Las Vegas, NV",628,2364,137.04,DEN,LAS
699,2012,2,"Denver, CO","Las Vegas, NV",628,2402,134.37,DEN,LAS
700,2012,3,"Denver, CO","Las Vegas, NV",628,2286,123.86,DEN,LAS
701,2012,4,"Denver, CO","Las Vegas, NV",628,2378,125.45,DEN,LAS
702,2013,1,"Denver, CO","Las Vegas, NV",628,2587,128.67,DEN,LAS
703,2013,2,"Denver, CO","Las Vegas, NV",628,2676,129.33,DEN,LAS
704,2011,3,"Denver, CO","Los Angeles, CA (Metropolitan Area)",862,4774,158.71,DEN,LAX
705,2011,4,"Denver, CO","Los Angeles, CA (Metropolitan Area)",862,4646,161.52,DEN,LAX
706,2012,1,"Denver, CO","Los Angeles, CA (Metropolitan Area)",862,4055,154.21,DEN,LAX
707,2012,2,"Denver, CO","Los Angeles, CA (Metropolitan Area)",862,4611,163.93,DEN,LAX
708,2012,3,"Denver, CO","Los Angeles, CA (Metropolitan Area)",862,4718,165.58,DEN,LAX
709,2012,4,"Denver, CO","Los Angeles, CA (Metropolitan Area)",862,4379,172.05,DEN,LAX
710,2013,1,"Denver, CO","Los Angeles, CA (Metropolitan Area)",862,4034,169.86,DEN,LAX
711,2013,2,"Denver, CO","Los Angeles, CA (Metropolitan Area)",862,4716,171.68,DEN,LAX
712,2011,3,"Denver, CO","Miami, FL (Metropolitan Area)",1709,909,208.62,DEN,MIA
713,2011,4,"Denver, CO","Miami, FL (Metropolitan Area)",1709,1130,222.61,DEN,MIA
714,2012,1,"Denver, CO","Miami, FL (Metropolitan Area)",1709,1332,220.38,DEN,MIA
715,2012,2,"Denver, CO","Miami, FL (Metropolitan Area)",1709,1148,204.76,DEN,MIA
716,2012,3,"Denver, CO","Miami, FL (Metropolitan Area)",1709,972,189.46,DEN,MIA
717,2012,4,"Denver, CO","Miami, FL (Metropolitan Area)",1709,1279,203.88,DEN,MIA
718,2013,1,"Denver, CO","Miami, FL (Metropolitan Area)",1709,1480,216.61,DEN,MIA
719,2013,2,"Denver, CO","Miami, FL (Metropolitan Area)",1709,1246,193.81,DEN,MIA
720,2011,3,"Denver, CO","Minneapolis/St. Paul, MN",680,2114,138.75,DEN,MSP
721,2011,4,"Denver, CO","Minneapolis/St. Paul, MN",680,1778,148.73,DEN,MSP
722,2012,1,"Denver, CO","Minneapolis/St. Paul, MN",680,1467,141.84,DEN,MSP
723,2012,2,"Denver, CO","Minneapolis/St. Paul, MN",680,1825,143.49,DEN,MSP
724,2012,3,"Denver, CO","Minneapolis/St. Paul, MN",680,2105,143.71,DEN,MSP
725,2012,4,"Denver, CO","Minneapolis/St. Paul, MN",680,1756,139.6,DEN,MSP
726,2013,1,"Denver, CO","Minneapolis/St. Paul, MN",680,1673,139.18,DEN,MSP
727,2013,2,"Denver, CO","Minneapolis/St. Paul, MN",680,1975,139.38,DEN,MSP
728,2011,3,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3267,256.25,DEN,JFK
729,2011,3,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3267,256.25,DEN,LGA
730,2011,3,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3267,256.25,DEN,EWR
731,2011,4,"Denver, CO","New York City, NY (Metropolitan Area)",1659,2851,234.97,DEN,JFK
732,2011,4,"Denver, CO","New York City, NY (Metropolitan Area)",1659,2851,234.97,DEN,LGA
733,2011,4,"Denver, CO","New York City, NY (Metropolitan Area)",1659,2851,234.97,DEN,EWR
734,2012,1,"Denver, CO","New York City, NY (Metropolitan Area)",1659,2514,219.56,DEN,JFK
735,2012,1,"Denver, CO","New York City, NY (Metropolitan Area)",1659,2514,219.56,DEN,LGA
736,2012,1,"Denver, CO","New York City, NY (Metropolitan Area)",1659,2514,219.56,DEN,EWR
737,2012,2,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3138,220.29,DEN,JFK
738,2012,2,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3138,220.29,DEN,LGA
739,2012,2,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3138,220.29,DEN,EWR
740,2012,3,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3690,210.77,DEN,JFK
741,2012,3,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3690,210.77,DEN,LGA
742,2012,3,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3690,210.77,DEN,EWR
743,2012,4,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3143,213.06,DEN,JFK
744,2012,4,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3143,213.06,DEN,LGA
745,2012,4,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3143,213.06,DEN,EWR
746,2013,1,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3059,211.38,DEN,JFK
747,2013,1,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3059,211.38,DEN,LGA
748,2013,1,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3059,211.38,DEN,EWR
749,2013,2,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3410,213.05,DEN,JFK
750,2013,2,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3410,213.05,DEN,LGA
751,2013,2,"Denver, CO","New York City, NY (Metropolitan Area)",1659,3410,213.05,DEN,EWR
752,2011,3,"Denver, CO","Orlando, FL",1546,1020,205.83,DEN,MCO
753,2011,4,"Denver, CO","Orlando, FL",1546,1202,214.75,DEN,MCO
754,2012,1,"Denver, CO","Orlando, FL",1546,1285,221.22,DEN,MCO
755,2012,2,"Denver, CO","Orlando, FL",1546,1226,222.07,DEN,MCO
756,2012,3,"Denver, CO","Orlando, FL",1546,1063,196.35,DEN,MCO
757,2012,4,"Denver, CO","Orlando, FL",1546,1384,201.23,DEN,MCO
758,2013,1,"Denver, CO","Orlando, FL",1546,1446,215.72,DEN,MCO
759,2013,2,"Denver, CO","Orlando, FL",1546,1337,215.17,DEN,MCO
760,2011,3,"Denver, CO","Philadelphia, PA",1558,1213,238.07,DEN,PHL
761,2011,4,"Denver, CO","Philadelphia, PA",1558,1048,215.43,DEN,PHL
762,2012,1,"Denver, CO","Philadelphia, PA",1558,864,218.11,DEN,PHL
763,2012,2,"Denver, CO","Philadelphia, PA",1558,1036,234.04,DEN,PHL
764,2012,3,"Denver, CO","Philadelphia, PA",1558,1236,221.06,DEN,PHL
765,2012,4,"Denver, CO","Philadelphia, PA",1558,1078,209.31,DEN,PHL
766,2013,1,"Denver, CO","Philadelphia, PA",1558,919,227.4,DEN,PHL
767,2013,2,"Denver, CO","Philadelphia, PA",1558,1059,243.66,DEN,PHL
768,2011,3,"Denver, CO","Phoenix, AZ",602,2415,118.34,DEN,PHX
769,2011,4,"Denver, CO","Phoenix, AZ",602,2833,132.55,DEN,PHX
770,2012,1,"Denver, CO","Phoenix, AZ",602,3002,137.49,DEN,PHX
771,2012,2,"Denver, CO","Phoenix, AZ",602,2442,145.74,DEN,PHX
772,2012,3,"Denver, CO","Phoenix, AZ",602,2024,143.37,DEN,PHX
773,2012,4,"Denver, CO","Phoenix, AZ",602,2520,138.73,DEN,PHX
774,2013,1,"Denver, CO","Phoenix, AZ",602,3186,122.36,DEN,PHX
775,2013,2,"Denver, CO","Phoenix, AZ",602,2838,132.39,DEN,PHX
776,2011,3,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3422,186.0,DEN,SFO
777,2011,4,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3172,180.97,DEN,SFO
778,2012,1,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,2681,182.97,DEN,SFO
779,2012,2,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3177,198.13,DEN,SFO
780,2012,3,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3460,194.61,DEN,SFO
781,2012,4,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3238,198.27,DEN,SFO
782,2013,1,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,2894,195.27,DEN,SFO
783,2013,2,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3406,207.15,DEN,SFO
784,2011,3,"Denver, CO","Seattle, WA",1024,2191,179.31,DEN,SEA
785,2011,4,"Denver, CO","Seattle, WA",1024,1609,165.17,DEN,SEA
786,2012,1,"Denver, CO","Seattle, WA",1024,1304,160.34,DEN,SEA
787,2012,2,"Denver, CO","Seattle, WA",1024,1659,181.86,DEN,SEA
788,2012,3,"Denver, CO","Seattle, WA",1024,1981,177.26,DEN,SEA
789,2012,4,"Denver, CO","Seattle, WA",1024,1659,167.35,DEN,SEA
790,2013,1,"Denver, CO","Seattle, WA",1024,1408,165.36,DEN,SEA
791,2013,2,"Denver, CO","Seattle, WA",1024,1784,182.3,DEN,SEA
792,2011,3,"Detroit, MI","Houston, TX",1092,605,274.46,DTW,IAH
793,2011,4,"Detroit, MI","Houston, TX",1092,565,294.43,DTW,IAH
794,2012,1,"Detroit, MI","Houston, TX",1092,470,313.29,DTW,IAH
795,2012,2,"Detroit, MI","Houston, TX",1092,591,296.11,DTW,IAH
796,2012,3,"Detroit, MI","Houston, TX",1092,573,305.53,DTW,IAH
797,2012,4,"Detroit, MI","Houston, TX",1092,582,307.09,DTW,IAH
798,2013,1,"Detroit, MI","Houston, TX",1092,502,318.25,DTW,IAH
799,2013,2,"Detroit, MI","Houston, TX",1092,574,307.92,DTW,IAH
800,2011,3,"Detroit, MI","Las Vegas, NV",1749,1929,184.92,DTW,LAS
801,2011,4,"Detroit, MI","Las Vegas, NV",1749,1817,190.29,DTW,LAS
802,2012,1,"Detroit, MI","Las Vegas, NV",1749,1745,191.52,DTW,LAS
803,2012,2,"Detroit, MI","Las Vegas, NV",1749,1886,212.66,DTW,LAS
804,2012,3,"Detroit, MI","Las Vegas, NV",1749,1821,192.45,DTW,LAS
805,2012,4,"Detroit, MI","Las Vegas, NV",1749,1849,188.04,DTW,LAS
806,2013,1,"Detroit, MI","Las Vegas, NV",1749,1808,191.81,DTW,LAS
807,2013,2,"Detroit, MI","Las Vegas, NV",1749,2034,198.26,DTW,LAS
808,2011,3,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1976,246.19,DTW,LAX
809,2011,4,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1635,275.24,DTW,LAX
810,2012,1,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1268,290.31,DTW,LAX
811,2012,2,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1657,281.04,DTW,LAX
812,2012,3,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1819,261.58,DTW,LAX
813,2012,4,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1701,281.98,DTW,LAX
814,2013,1,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1443,287.85,DTW,LAX
815,2013,2,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1790,279.56,DTW,LAX
816,2011,3,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1441,128.16,DTW,MIA
817,2011,4,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1926,157.6,DTW,MIA
818,2012,1,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,2400,178.29,DTW,MIA
819,2012,2,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1793,166.64,DTW,MIA
820,2012,3,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1266,142.63,DTW,MIA
821,2012,4,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1908,170.29,DTW,MIA
